attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
250,0,1,1,0,1,0,101,1,9,0
3141,0,1,0,1,0,0,101,1,9,0
3768,1,1,1,1,1,0,101,1,9,0
6265,1,1,0,0,0,0,101,1,9,0
7960,0,0,1,1,0,0,101,1,9,0
13411,0,0,0,0,1,0,101,1,9,0
16851,1,0,0,1,1,0,101,1,9,0
18371,1,0,0,1,1,0,101,1,9,0
28861,1,1,0,0,0,0,101,1,9,0
29436,0,0,1,1,0,0,101,1,9,0
30268,0,1,1,0,1,0,101,1,9,0
30717,0,1,0,1,0,0,101,1,9,0
38769,1,1,1,1,1,0,101,1,9,0
38882,1,0,1,0,0,0,101,1,9,0
39667,1,0,0,1,1,0,101,1,9,0
41339,0,1,0,1,0,0,101,1,9,0
42208,1,1,0,0,0,0,101,1,9,0
45635,0,0,1,1,0,0,101,1,9,0
47433,0,0,1,1,0,0,101,1,9,0
50125,0,0,0,0,1,0,101,1,9,0
56727,1,0,1,0,0,0,101,1,9,0
58011,1,0,0,1,1,0,101,1,9,0
58263,1,1,0,0,0,0,101,1,9,0
59638,0,0,0,0,1,0,101,1,9,0
62793,1,1,0,0,0,0,101,1,9,0
63136,1,1,0,0,0,0,101,1,9,0
64583,1,1,0,0,0,0,101,1,9,0
66424,0,0,1,1,0,0,113,1,9,0
72148,0,0,0,0,1,0,113,1,9,0
72314,0,1,1,0,1,0,113,1,9,0
75681,0,0,1,1,0,0,113,1,9,0
76701,1,1,0,0,0,0,113,1,9,0
86833,1,0,1,0,0,0,113,1,9,0
88143,0,0,1,1,0,0,113,1,9,0
88218,0,1,0,1,0,0,113,1,9,0
88368,0,1,0,1,0,0,113,1,9,0
90992,0,0,1,1,0,0,113,1,9,0
91773,1,1,1,1,1,0,113,1,9,0
92332,1,0,1,0,0,0,113,1,9,0
100884,1,0,0,1,1,0,113,1,9,0
102802,1,0,0,1,1,0,113,1,9,0
103374,0,0,0,0,1,0,113,1,9,0
103745,0,0,1,1,0,0,113,1,9,0
104820,0,0,0,0,1,0,113,1,9,0
107882,1,0,1,0,0,0,113,1,9,0
113176,1,0,0,1,1,0,113,1,9,0
116649,1,1,1,1,1,0,113,1,9,0
117954,1,1,0,0,0,0,113,1,9,0
119044,1,0,0,1,1,0,113,1,9,0
125380,1,0,1,0,0,0,113,1,9,0
127218,0,1,1,0,1,0,113,1,9,0
130457,1,0,1,0,0,0,113,1,9,0
132820,1,1,1,1,1,0,124,1,9,0
133158,1,1,0,0,0,0,124,1,9,0
133884,0,0,1,1,0,0,124,1,9,0
140221,0,1,0,1,0,0,124,1,9,0
141072,1,1,0,0,0,0,124,1,9,0
143883,0,1,0,1,0,0,124,1,9,0
144876,0,0,1,1,0,0,124,1,9,0
145307,0,1,0,1,0,0,124,1,9,0
152974,1,0,0,1,1,0,124,1,9,0
153320,1,1,1,1,1,0,124,1,9,0
153963,1,1,0,0,0,0,124,1,9,0
