attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
805,0,1,0,1,0,0,73
2887,0,1,0,1,0,0,73
10617,1,1,1,1,1,0,73
12279,1,0,0,1,1,0,73
17574,1,0,0,1,1,0,73
18542,0,0,0,0,1,0,73
21564,1,0,0,1,1,0,73
23942,0,1,1,0,1,0,73
25352,0,1,0,1,0,0,73
25707,1,1,0,0,0,0,73
26733,0,1,1,0,1,0,73
28037,1,0,0,1,1,0,73
28822,1,0,0,1,1,0,73
34415,0,1,1,1,1,1,73
35365,0,1,1,0,1,0,73
36674,1,1,0,0,0,0,73
37009,0,1,1,0,1,0,73
37160,0,1,0,1,0,0,73
38143,0,1,0,1,0,0,73
42072,0,0,1,1,0,0,73
42279,0,0,0,0,1,0,73
44720,0,0,1,1,0,0,73
45969,0,0,0,0,1,0,73
48901,0,1,1,0,1,0,73
49073,1,0,0,1,1,0,73
50339,0,0,1,1,0,0,73
56428,0,1,1,0,1,0,73
57619,1,1,1,1,1,0,73
60934,1,0,0,1,1,0,73
61675,1,0,0,1,1,0,73
62164,1,0,0,1,1,0,73
62990,0,1,0,1,0,0,73
64071,0,0,1,1,0,0,73
64300,1,1,1,1,1,0,73
65423,0,0,1,1,0,0,73
65860,0,1,0,0,0,0,115
65956,0,1,0,1,0,0,115
66196,0,0,1,1,0,0,115
66380,1,1,0,0,0,0,115
67940,1,0,1,0,0,0,115
69344,0,0,0,0,1,0,115
72289,1,1,1,1,1,0,115
73387,1,1,0,0,0,0,115
74352,0,0,1,1,0,0,115
75306,1,0,0,1,1,0,115
76954,1,0,0,1,1,0,115
79377,1,1,1,1,1,0,115
80036,0,0,0,0,1,0,115
80204,1,0,1,0,0,0,115
81247,0,1,0,1,0,0,115
81331,1,0,0,1,1,0,115
84905,0,1,0,1,0,0,115
85788,0,1,0,1,0,0,115
85902,1,0,0,1,1,0,115
85981,1,0,1,0,0,0,115
86153,0,0,0,0,1,0,115
88349,1,0,1,0,0,0,115
88641,1,0,1,0,0,0,115
88940,1,0,0,1,1,0,115
90024,0,1,0,1,0,0,115
90899,0,1,1,0,1,0,115
91427,1,1,0,0,0,0,115
96073,0,0,1,1,0,0,115
96176,0,1,0,1,0,0,115
96269,1,0,1,0,0,0,115
98892,1,0,1,0,0,0,115
99058,1,1,1,1,1,0,115
99953,0,1,0,1,0,0,115
100085,0,1,1,0,1,0,115
100170,1,1,0,0,0,0,115
100323,0,0,0,0,1,0,115
100791,1,0,1,0,0,0,115
100793,0,0,0,0,1,0,115
101577,1,0,1,0,0,0,115
103268,0,0,0,1,1,1,115
104520,0,0,1,1,0,0,115
105002,0,1,1,0,1,0,115
105656,1,1,1,1,1,0,115
105713,1,0,0,1,1,0,115
107721,1,0,1,0,0,0,115
108323,0,1,0,1,0,0,115
109315,0,0,1,1,0,0,115
109341,0,1,1,1,1,1,115
111828,1,1,1,1,1,0,115
112106,0,0,0,0,1,0,115
114427,0,0,0,0,1,0,115
114611,0,1,0,1,0,0,115
114766,0,0,0,0,1,0,115
115343,1,1,1,1,1,0,115
116696,0,0,1,1,0,0,115
116775,1,0,1,0,0,0,115
116882,1,0,1,1,0,0,115
118262,0,1,1,0,1,0,115
118829,0,0,1,1,0,0,115
120113,1,1,1,0,1,1,115
125010,0,0,1,1,0,0,115
126126,0,0,1,1,0,0,115
127063,0,0,1,1,0,0,115
127267,1,0,1,1,0,0,115
129067,0,0,1,1,0,0,115
129991,0,1,1,0,1,0,115
130912,1,0,0,1,1,0,115
131693,1,1,0,0,0,0,107
134308,0,1,1,0,1,0,107
134338,0,0,1,1,0,0,107
135778,1,1,1,1,1,0,107
136409,1,1,1,1,1,0,107
136552,1,1,1,1,1,0,107
137021,1,1,1,1,1,0,107
137910,0,1,0,1,0,0,107
140926,0,1,0,1,0,0,107
142323,1,1,0,0,0,0,107
144625,1,0,0,1,1,0,107
144920,1,0,1,0,0,0,107
145127,0,1,1,1,1,1,107
149696,0,1,1,0,1,0,107
150286,0,1,1,0,1,0,107
150927,0,0,1,1,0,0,107
151041,0,0,1,1,0,0,107
153482,1,1,0,0,0,0,107
153671,1,1,1,1,1,0,107
155238,1,1,1,1,1,0,107
155702,1,1,0,0,0,0,107
155746,1,0,0,1,1,0,107
157647,0,0,1,1,0,0,107
160062,0,1,0,1,0,0,107
164705,0,1,1,0,1,0,107
164841,1,0,1,0,0,0,107
165721,0,0,0,0,1,0,107
165910,1,0,0,1,1,0,107
166846,0,1,0,1,0,0,107
168722,0,0,1,1,0,0,107
169389,1,0,0,1,1,0,107
171158,0,1,0,1,0,0,107
171408,0,0,1,1,0,0,107
171524,0,1,0,1,0,0,107
172993,1,1,0,0,0,0,107
173138,0,0,0,0,1,0,107
174834,0,0,1,1,0,0,107
176522,0,1,1,0,1,0,107
179539,1,0,1,0,0,0,107
179619,0,0,1,0,0,0,107
180148,1,1,1,1,1,0,107
182645,1,1,1,1,1,0,107
183328,1,0,1,0,0,0,107
184785,1,1,1,1,1,0,107
185744,1,0,0,1,1,0,107
186335,0,0,1,1,0,0,107
187999,1,1,0,0,0,0,107
189188,0,0,0,1,1,1,107
189460,1,1,1,1,1,0,107
189637,0,1,0,1,0,0,107
191760,0,0,1,1,0,0,107
192782,0,0,0,0,1,0,107
194013,1,0,1,0,0,0,107
195021,1,1,0,0,0,0,107
195613,0,1,1,0,1,0,107
196391,1,1,1,1,1,0,107
197608,1,1,1,1,1,0,156
198769,1,1,0,0,0,0,156
199480,1,0,0,1,1,0,156
200713,1,0,1,0,0,0,156
201323,0,0,0,0,1,0,156
202247,0,0,0,0,1,0,156
204277,0,0,0,0,1,0,156
204828,1,1,0,0,0,0,156
205977,0,0,1,1,0,0,156
206484,0,1,0,1,0,0,156
207367,0,1,1,0,1,0,156
207426,1,1,0,0,0,0,156
209157,1,1,1,1,1,0,156
212658,1,1,0,0,0,0,156
212754,0,1,0,1,0,0,156
213069,1,1,1,1,1,0,156
215704,1,1,1,1,1,0,156
217651,1,0,0,1,1,0,156
219087,0,1,0,1,0,0,156
219334,1,0,0,1,1,0,156
219644,1,0,1,1,0,0,156
220008,1,0,0,1,1,0,156
220510,1,0,1,0,0,0,156
221666,1,0,1,0,0,0,156
221670,0,1,0,1,0,0,156
223139,1,1,1,1,1,0,156
224260,1,1,1,1,1,0,156
224826,1,0,0,1,1,0,156
227324,0,0,1,1,0,0,156
230418,0,0,0,0,1,0,156
230922,0,0,0,0,1,0,156
231127,0,1,1,0,1,0,156
232958,0,1,1,0,1,0,156
233480,0,0,0,0,1,0,156
234345,1,0,0,1,1,0,156
234631,1,1,1,1,1,0,156
235039,0,1,1,0,1,0,156
236774,1,0,1,0,0,0,156
237688,0,1,0,1,0,0,156
239889,0,0,1,1,0,0,156
243099,1,0,1,0,0,0,156
245522,1,0,1,0,0,0,156
246347,1,0,1,0,0,0,156
246454,0,1,1,0,1,0,156
248268,1,1,1,1,1,0,156
248271,1,1,0,0,0,0,156
249030,0,1,1,0,1,0,156
250283,0,0,0,1,1,1,156
252433,0,0,0,0,1,0,156
253877,1,0,0,1,1,0,156
255324,0,0,0,0,1,0,156
255377,0,0,1,1,0,0,156
256813,0,1,0,1,0,0,156
257866,0,0,0,0,1,0,156
258715,1,1,1,1,1,0,156
259013,0,1,0,1,0,0,156
264501,1,0,1,0,0,0,89
266373,0,0,0,0,1,0,89
266773,0,1,1,0,1,0,89
272244,1,0,0,1,1,0,89
274006,1,0,0,1,1,0,89
