attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
949,1,1,0,0,0,0,141
955,0,1,0,1,0,0,141
1018,1,1,0,0,0,0,141
1267,0,1,1,0,1,0,141
2608,1,1,1,1,1,0,141
2725,0,0,0,0,1,0,141
4433,0,1,0,1,0,0,141
5240,0,1,0,1,0,0,141
5385,1,0,0,1,1,0,141
5594,1,1,1,1,1,0,141
5929,1,1,0,0,0,0,141
6401,0,1,0,1,0,0,141
8162,0,0,1,1,0,0,141
8291,1,1,1,1,1,0,141
8481,1,1,0,0,0,0,141
8577,1,1,1,1,1,0,141
9061,0,1,0,1,0,0,141
9448,1,1,0,0,0,0,141
11801,1,1,1,1,1,0,141
12693,1,0,1,0,0,0,141
12870,1,0,1,0,0,0,141
13883,1,0,1,0,0,0,141
15781,0,1,1,0,1,0,141
15897,1,1,0,0,0,0,141
16367,0,0,0,0,1,0,141
16651,1,1,1,1,1,0,141
18289,1,0,1,0,0,0,141
20850,1,1,0,0,0,0,141
21137,0,1,0,0,0,0,141
21891,1,0,0,1,1,0,141
21892,1,0,1,0,0,0,141
22414,0,0,1,1,0,0,141
22666,0,0,0,0,1,0,141
23756,1,1,1,1,1,0,141
24040,0,1,1,0,1,0,141
26836,0,0,0,0,1,0,141
26897,0,1,0,1,0,0,141
28133,0,0,0,0,1,0,141
28190,1,0,1,0,0,0,141
28554,1,0,1,0,0,0,141
28600,0,0,1,1,0,0,141
29978,0,0,1,1,0,0,141
30297,0,0,1,1,0,0,141
30654,0,1,0,1,0,0,141
31334,1,0,1,0,0,0,141
31423,0,0,1,1,0,0,141
31464,0,1,0,1,0,0,141
32167,1,1,0,0,0,0,141
32213,1,1,0,0,0,0,141
34196,0,1,1,0,1,0,141
36177,0,1,0,1,0,0,141
36492,0,1,1,0,1,0,141
36514,0,0,1,1,0,0,141
36573,0,0,1,1,0,0,141
38412,0,0,1,1,0,0,141
39710,1,0,0,1,1,0,141
40498,0,1,1,0,1,0,141
42326,0,0,0,0,1,0,141
42588,1,1,0,0,0,0,141
42636,0,0,0,0,1,0,141
43193,1,1,0,0,0,0,141
43739,0,1,0,1,0,0,141
44121,0,0,0,0,1,0,141
44268,1,1,1,1,1,0,141
44525,0,1,0,1,0,0,141
45389,1,1,0,0,0,0,141
45561,1,1,1,1,1,0,141
47443,1,0,0,1,1,0,141
48166,0,0,0,0,1,0,141
48764,1,1,1,1,1,0,141
49751,0,0,1,1,0,0,141
50870,1,0,1,0,0,0,141
51028,0,1,1,0,1,0,141
51105,1,1,1,1,1,0,141
52915,0,0,0,0,1,0,141
53187,1,1,1,1,1,0,141
53607,1,1,1,1,1,0,141
54016,1,1,0,0,0,0,141
55837,0,0,1,1,0,0,141
56249,0,0,1,1,0,0,141
58511,0,0,1,1,0,0,141
58546,1,1,0,0,0,0,141
58903,1,1,0,0,0,0,141
59284,1,1,0,0,0,0,141
59645,1,1,0,0,0,0,141
60428,0,1,0,1,0,0,141
60860,0,1,0,1,0,0,141
61200,1,1,0,0,0,0,141
61482,1,0,1,0,0,0,141
61557,1,0,0,1,1,0,141
62405,0,0,0,0,1,0,141
63554,1,0,1,0,0,0,141
67972,1,0,0,1,1,0,109
68045,0,1,0,0,0,0,109
68080,1,0,1,0,0,0,109
68848,1,1,0,0,0,0,109
69429,0,0,1,1,0,0,109
73728,0,0,0,0,1,0,109
74555,0,0,1,1,0,0,109
75410,0,0,0,0,1,0,109
76882,1,0,1,0,0,0,109
78826,0,1,0,1,0,0,109
79730,0,0,1,1,0,0,109
80069,1,1,1,1,1,0,109
80169,1,0,1,0,0,0,109
80786,0,0,1,1,0,0,109
81316,1,1,1,1,1,0,109
81403,0,0,0,0,1,0,109
83175,1,0,1,0,0,0,109
84516,0,1,0,1,0,0,109
85053,1,0,1,0,0,0,109
85255,0,0,0,0,1,0,109
86488,1,1,1,1,1,0,109
87782,0,1,1,0,1,0,109
88177,1,0,0,1,1,0,109
88820,1,1,0,0,0,0,109
92272,1,0,0,1,1,0,109
93624,0,1,1,0,1,0,109
94729,1,0,1,0,0,0,109
94894,0,1,0,1,0,0,109
95934,1,0,0,1,1,0,109
96441,1,0,0,1,1,0,109
97275,1,1,0,0,0,0,109
97869,0,1,0,0,0,0,109
100095,1,0,1,0,0,0,109
104264,0,1,1,0,1,0,109
104287,0,1,0,1,0,0,109
104328,0,0,0,0,1,0,109
107638,1,1,1,1,1,0,109
110575,1,0,1,0,0,0,109
111265,0,1,1,0,1,0,109
111597,1,0,1,0,0,0,109
111920,1,1,1,1,1,0,109
113129,0,1,0,1,0,0,109
113667,1,1,1,1,1,0,109
115007,0,0,1,1,0,0,109
115118,0,1,1,0,1,0,109
116681,0,0,0,0,1,0,109
117743,1,1,0,1,0,0,109
118154,1,1,0,0,0,0,109
118251,0,1,0,1,0,0,109
120894,1,1,1,1,1,0,109
122535,0,1,0,1,0,0,109
125666,1,1,1,1,1,0,109
126458,0,0,1,1,0,0,109
127540,0,0,0,0,1,0,109
127919,0,0,1,1,0,0,109
128391,0,0,1,1,0,0,109
128647,1,1,0,0,0,0,109
