attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
1050,0,1,0,1,0,0,36,1,9,0
1182,0,1,0,1,0,0,36,1,9,0
4688,0,1,0,1,0,0,36,1,9,0
8542,1,0,0,1,1,0,36,1,9,0
14043,0,0,0,0,1,0,36,1,9,0
18301,1,1,0,0,0,0,36,1,9,0
18758,1,1,0,0,0,0,36,1,9,0
19448,1,1,0,0,0,0,36,1,9,0
24796,1,0,1,1,0,0,36,1,9,0
29603,1,0,1,0,0,0,36,1,9,0
30351,0,1,1,0,1,0,36,1,9,0
30434,1,0,0,1,1,0,36,1,9,0
31474,0,1,1,0,1,0,36,1,9,0
32464,1,1,0,0,0,0,36,1,9,0
32483,1,0,0,1,1,0,36,1,9,0
35090,0,0,0,0,1,0,36,1,9,0
35543,1,0,0,1,1,0,36,1,9,0
37990,0,1,1,0,1,0,36,1,9,0
38709,1,1,0,0,0,0,36,1,9,0
38950,1,1,1,1,1,0,36,1,9,0
38961,1,0,0,1,1,0,36,1,9,0
43877,1,1,1,1,1,0,36,1,9,0
47938,1,1,0,1,0,0,36,1,9,0
52721,1,1,1,1,1,0,36,1,9,0
55713,0,0,0,0,1,0,36,1,9,0
61433,1,1,0,0,0,0,36,1,9,0
62355,1,0,1,0,0,0,36,1,9,0
62530,1,1,1,1,1,0,36,1,9,0
65031,1,1,1,1,1,0,36,1,9,0
65670,1,0,1,0,0,0,111,2,9,0
66865,0,0,1,0,0,0,111,2,9,0
67019,0,1,0,1,0,0,111,2,9,0
67758,0,1,1,0,1,0,111,2,9,0
68032,1,0,1,0,0,0,111,2,9,0
68333,1,1,1,1,1,0,111,2,9,0
68694,0,1,1,0,1,0,111,2,9,0
69121,0,1,0,1,0,0,111,2,9,0
70488,0,0,0,0,1,0,111,2,9,0
70664,0,0,0,0,1,0,111,2,9,0
73668,1,0,0,1,1,0,111,2,9,0
74005,0,0,0,0,1,0,111,2,9,0
74502,0,1,1,0,1,0,111,2,9,0
74768,0,1,1,0,1,0,111,2,9,0
74908,0,0,0,0,1,0,111,2,9,0
75143,1,0,1,0,0,0,111,2,9,0
75581,0,0,1,1,0,0,111,2,9,0
76323,1,1,1,1,1,0,111,2,9,0
77235,0,0,1,1,0,0,111,2,9,0
77550,1,0,0,1,1,0,111,2,9,0
78168,1,0,0,1,1,0,111,2,9,0
78521,0,0,1,1,0,0,111,2,9,0
80271,1,0,0,1,1,0,111,2,9,0
80550,0,0,0,0,1,0,111,2,9,0
83748,1,1,0,0,0,0,111,2,9,0
84914,0,1,0,1,0,0,111,2,9,0
86429,1,1,0,0,0,0,111,2,9,0
86476,0,0,0,0,1,0,111,2,9,0
87108,1,0,0,1,1,0,111,2,9,0
87175,0,0,0,0,1,0,111,2,9,0
87909,0,1,0,1,0,0,111,2,9,0
89015,1,0,1,0,0,0,111,2,9,0
90641,1,0,0,0,1,1,111,2,9,0
90783,1,0,0,1,1,0,111,2,9,0
91919,1,0,1,0,0,0,111,2,9,0
92131,1,1,1,1,1,0,111,2,9,0
92785,1,1,1,1,1,0,111,2,9,0
93063,0,0,0,0,1,0,111,2,9,0
96126,0,1,1,0,1,0,111,2,9,0
96141,0,0,1,1,0,0,111,2,9,0
97307,0,0,1,1,0,0,111,2,9,0
98068,1,1,1,1,1,0,111,2,9,0
98453,1,1,0,0,0,0,111,2,9,0
98789,1,1,1,1,1,0,111,2,9,0
99923,1,1,0,0,0,0,111,2,9,0
100175,0,0,0,0,1,0,111,2,9,0
100549,0,0,0,0,1,0,111,2,9,0
101238,1,0,1,0,0,0,111,2,9,0
102177,0,0,0,0,1,0,111,2,9,0
102313,0,0,0,0,1,0,111,2,9,0
103166,1,0,1,0,0,0,111,2,9,0
104449,0,1,0,1,0,0,111,2,9,0
106640,0,0,0,0,1,0,111,2,9,0
106793,0,1,1,0,1,0,111,2,9,0
107217,1,0,1,0,0,0,111,2,9,0
107612,0,1,0,1,0,0,111,2,9,0
107862,0,1,1,0,1,0,111,2,9,0
109195,0,0,1,1,0,0,111,2,9,0
109377,1,1,1,1,1,0,111,2,9,0
110189,1,1,1,1,1,0,111,2,9,0
110280,1,1,1,1,1,0,111,2,9,0
110699,1,1,1,1,1,0,111,2,9,0
110841,0,1,1,0,1,0,111,2,9,0
111147,1,1,0,0,0,0,111,2,9,0
111435,0,1,1,0,1,0,111,2,9,0
112180,0,1,0,1,0,0,111,2,9,0
112346,0,0,1,1,0,0,111,2,9,0
112559,1,1,0,0,0,0,111,2,9,0
113202,0,0,1,1,0,0,111,2,9,0
114817,0,0,0,0,1,0,111,2,9,0
114836,0,0,0,0,1,0,111,2,9,0
115530,1,0,0,1,1,0,111,2,9,0
116824,0,0,0,0,1,0,111,2,9,0
117322,1,1,1,1,1,0,111,2,9,0
117378,0,1,1,0,1,0,111,2,9,0
118028,0,0,1,1,0,0,111,2,9,0
118776,1,1,0,0,0,0,111,2,9,0
118954,1,1,0,0,0,0,111,2,9,0
119216,1,1,1,1,1,0,111,2,9,0
121690,0,1,1,0,1,0,111,2,9,0
123042,1,1,0,0,0,0,111,2,9,0
123732,1,0,0,1,1,0,111,2,9,0
123894,1,0,1,0,0,0,111,2,9,0
125116,0,1,1,0,1,0,111,2,9,0
125603,1,1,1,1,1,0,111,2,9,0
128152,1,1,0,0,0,0,111,2,9,0
129001,0,0,1,1,0,0,111,2,9,0
129736,1,0,1,0,0,0,111,2,9,0
130246,0,0,0,0,1,0,111,2,9,0
131812,0,0,1,1,0,0,24,2,12,0
132189,0,1,1,0,1,0,24,2,12,0
136002,1,1,0,0,0,0,24,2,12,0
138627,1,0,1,0,0,0,24,2,12,0
139067,0,1,1,0,1,0,24,2,12,0
142967,1,1,1,1,1,0,24,2,12,0
143208,0,1,1,0,1,0,24,2,12,0
144121,1,0,0,1,1,0,24,2,12,0
152513,0,1,1,1,1,1,24,2,12,0
153276,1,1,0,0,0,0,24,2,12,0
156742,1,1,1,1,1,0,24,2,12,0
159630,0,1,0,1,0,0,24,2,12,0
159988,0,1,0,1,0,0,24,2,12,0
160370,0,1,0,1,0,0,24,2,12,0
162611,1,0,0,1,1,0,24,2,12,0
163251,1,0,0,1,1,0,24,2,12,0
163645,1,1,1,1,1,0,24,2,12,0
164534,0,1,0,1,0,0,24,2,12,0
165682,0,1,0,1,0,0,24,2,12,0
167666,1,0,1,0,0,0,24,2,12,0
170290,1,1,1,1,1,0,24,2,12,0
173195,1,0,1,1,0,0,24,2,12,0
179391,1,0,0,1,1,0,24,2,12,0
179519,0,0,1,1,0,0,24,2,12,0
180754,0,0,0,0,1,0,24,2,12,0
181047,0,0,1,1,0,0,24,2,12,0
182391,1,1,1,1,1,0,24,2,12,0
183140,1,0,1,0,0,0,24,2,12,0
183447,1,1,1,1,1,0,24,2,12,0
184266,1,1,1,1,1,0,24,2,12,0
185289,0,0,0,0,1,0,24,2,12,0
188367,1,1,1,1,1,0,24,2,12,0
189696,0,0,1,1,0,0,24,2,12,0
192447,1,0,0,1,1,0,24,2,12,0
194411,1,0,1,0,0,0,24,2,12,0
195162,1,0,1,1,0,0,24,2,12,0
196732,1,1,1,1,1,0,184,2,12,0
196737,1,1,1,1,1,0,184,2,12,0
196767,1,1,0,0,0,0,184,2,12,0
196953,0,0,0,0,1,0,184,2,12,0
196972,0,1,1,0,1,0,184,2,12,0
197156,1,1,0,0,0,0,184,2,12,0
197202,0,0,0,0,1,0,184,2,12,0
197211,0,0,0,1,1,1,184,2,12,0
197613,0,0,1,1,0,0,184,2,12,0
197662,0,1,0,1,0,0,184,2,12,0
197727,0,1,0,1,0,0,184,2,12,0
197783,1,0,1,0,0,0,184,2,12,0
197957,1,1,0,0,0,0,184,2,12,0
198368,0,0,1,1,0,0,184,2,12,0
200024,1,1,0,0,0,0,184,2,12,0
200154,1,1,1,1,1,0,184,2,12,0
200887,1,0,1,0,0,0,184,2,12,0
200935,0,0,0,0,1,0,184,2,12,0
200948,1,1,0,0,0,0,184,2,12,0
201773,1,1,0,0,0,0,184,2,12,0
202108,0,0,1,1,0,0,184,2,12,0
202209,0,1,0,1,0,0,184,2,12,0
202548,0,0,0,0,1,0,184,2,12,0
202559,1,1,0,0,0,0,184,2,12,0
202634,0,1,0,1,0,0,184,2,12,0
202961,0,0,1,1,0,0,184,2,12,0
203714,1,0,1,0,0,0,184,2,12,0
204108,0,1,0,1,0,0,184,2,12,0
204229,1,0,0,1,1,0,184,2,12,0
204298,1,0,0,1,1,0,184,2,12,0
204491,1,0,1,0,0,0,184,2,12,0
204629,0,1,1,0,1,0,184,2,12,0
205111,1,0,0,1,1,0,184,2,12,0
205149,0,0,0,0,1,0,184,2,12,0
205178,0,0,1,1,0,0,184,2,12,0
205359,0,1,0,1,0,0,184,2,12,0
205978,1,0,0,0,1,1,184,2,12,0
206055,1,1,0,1,0,0,184,2,12,0
206226,1,0,1,1,0,0,184,2,12,0
206513,0,1,0,1,0,0,184,2,12,0
208339,0,1,1,0,1,0,184,2,12,0
208512,1,1,1,1,1,0,184,2,12,0
209426,1,1,0,0,0,0,184,2,12,0
209982,1,0,1,0,0,0,184,2,12,0
210015,0,1,1,0,1,0,184,2,12,0
210265,0,1,1,0,1,0,184,2,12,0
210774,0,1,1,0,1,0,184,2,12,0
210810,0,1,0,1,0,0,184,2,12,0
211461,1,1,1,1,1,0,184,2,12,0
212272,0,1,1,0,1,0,184,2,12,0
212426,1,1,0,0,0,0,184,2,12,0
212586,1,0,1,0,0,0,184,2,12,0
213002,0,1,0,1,0,0,184,2,12,0
213164,0,1,0,1,0,0,184,2,12,0
213535,1,0,1,0,0,0,184,2,12,0
215402,0,0,0,0,1,0,184,2,12,0
