attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
787,0,0,1,1,0,0,117
1084,1,1,1,1,1,0,117
1459,0,1,1,0,1,0,117
1891,1,1,1,1,1,0,117
2241,1,0,1,0,0,0,117
2675,0,0,0,0,1,0,117
2751,0,0,0,0,1,0,117
3014,0,0,0,0,1,0,117
3162,1,0,0,1,1,0,117
3399,1,1,1,1,1,0,117
3950,1,0,1,0,0,0,117
4167,1,0,1,0,0,0,117
4184,0,1,0,1,0,0,117
4322,0,1,0,1,0,0,117
4394,0,1,0,1,0,0,117
4522,1,0,1,0,0,0,117
5179,1,1,0,1,0,0,117
5231,0,1,1,0,1,0,117
5297,0,0,1,1,0,0,117
5405,0,0,0,0,1,0,117
5989,0,1,0,1,0,0,117
6577,1,0,1,0,0,0,117
6894,0,0,0,0,1,0,117
6919,1,1,0,0,0,0,117
6995,0,1,0,1,0,0,117
7426,0,1,1,0,1,0,117
7478,1,1,1,1,1,0,117
7580,0,0,1,1,0,0,117
8241,1,1,1,1,1,0,117
8285,1,0,1,0,0,0,117
8399,1,0,1,0,0,0,117
8418,1,1,0,0,0,0,117
8883,0,0,1,1,0,0,117
8975,1,0,0,1,1,0,117
9218,1,1,0,0,0,0,117
9428,1,0,1,0,0,0,117
9513,1,1,1,1,1,0,117
9515,0,1,1,0,1,0,117
9838,1,0,1,0,0,0,117
9860,0,1,0,1,0,0,117
10127,0,1,1,0,1,0,117
10210,0,1,0,1,0,0,117
10241,1,1,1,1,1,0,117
10339,1,0,0,1,1,0,117
10717,1,1,1,1,1,0,117
10728,0,0,1,1,0,0,117
11169,0,0,0,0,1,0,117
11311,0,1,0,1,0,0,117
11592,1,0,1,1,0,0,117
11668,0,1,1,0,1,0,117
11835,0,1,0,1,0,0,117
12076,1,1,1,1,1,0,117
12123,0,1,0,1,0,0,117
12328,1,0,0,1,1,0,117
12338,1,0,0,1,1,0,117
12410,0,0,0,0,1,0,117
12479,0,1,0,1,0,0,117
12559,0,0,1,1,0,0,117
12872,1,0,0,1,1,0,117
13070,1,0,0,1,1,0,117
13183,0,0,1,0,0,0,117
13524,0,0,0,0,1,0,117
13582,1,1,0,0,0,0,117
13894,0,0,0,0,1,0,117
14036,0,1,0,1,0,0,117
14406,1,1,1,1,1,0,117
14596,0,0,1,0,0,0,117
14606,1,1,1,1,1,0,117
15219,0,0,0,1,1,1,117
15465,0,0,0,0,1,0,117
15468,0,0,1,1,0,0,117
15796,1,0,0,1,1,0,117
15874,0,0,0,0,1,0,117
16015,1,0,0,0,1,1,117
16227,0,1,0,1,0,0,117
16367,1,1,1,1,1,0,117
16448,1,0,1,0,0,0,117
16482,0,1,0,1,0,0,117
16583,1,0,1,0,0,0,117
17695,1,1,0,0,0,0,117
17807,1,1,1,1,1,0,117
17815,1,0,0,1,1,0,117
17991,1,1,0,0,0,0,117
18372,1,1,0,0,0,0,117
18468,1,1,1,1,1,0,117
18569,1,0,0,1,1,0,117
18630,1,0,0,1,1,0,117
18729,0,0,0,1,1,1,117
18803,0,0,1,1,0,0,117
18828,1,1,0,1,0,0,117
18871,0,0,0,0,1,0,117
19302,0,1,1,0,1,0,117
19687,0,1,1,0,1,0,117
19760,0,0,1,1,0,0,117
20216,1,0,1,0,0,0,117
20455,1,1,1,1,1,0,117
21213,1,0,1,0,0,0,117
21346,0,1,0,1,0,0,117
21639,1,0,1,1,0,0,117
22276,1,0,0,1,1,0,117
22803,1,1,1,1,1,0,117
22863,0,0,0,0,1,0,117
22887,0,0,1,1,0,0,117
23099,0,1,0,1,0,0,117
23222,1,1,1,1,1,0,117
23255,1,1,1,1,1,0,117
23463,1,0,0,1,1,0,117
23878,1,0,1,0,0,0,117
24165,1,0,0,1,1,0,117
