attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
18272,0,1,0,1,0,0,128
22971,1,0,1,0,0,0,128
26383,1,0,0,1,1,0,128
58493,0,1,1,0,1,0,128
83221,1,1,1,1,1,0,132
133923,1,0,1,0,0,0,101
164375,1,0,1,0,0,0,101
180700,0,1,1,0,1,0,101
188792,0,1,1,0,1,0,101
203276,1,0,0,0,1,1,109
318606,1,0,1,0,0,0,158
323302,0,0,1,0,0,0,158
417869,0,0,1,0,0,0,92
427649,0,0,1,1,0,0,92
432217,0,0,0,1,1,1,92
453441,0,1,0,1,0,0,92
504443,0,1,1,0,1,0,119
622679,1,0,1,1,0,0,117
685039,1,0,0,0,1,1,113
700392,1,1,0,0,0,0,113
953997,1,1,1,1,1,0,130
1030607,1,1,0,0,0,0,123
1058503,1,1,0,0,0,0,132
1175107,1,1,1,0,1,1,158
1314977,1,0,1,0,0,0,137
1417239,0,1,0,0,0,0,120
1456243,1,0,1,1,0,0,142
1489570,1,0,1,1,0,0,142
1493353,0,0,0,0,1,0,142
1508751,0,0,1,1,0,0,107
1548706,0,1,1,1,1,1,107
1573123,1,1,1,0,1,1,151
1661515,0,0,0,0,1,0,109
1668215,1,1,1,1,1,0,109
1669101,1,0,1,0,0,0,109
1678588,1,1,1,1,1,0,109
1683036,0,0,0,0,1,0,109
1687306,0,1,1,0,1,0,109
1820437,1,1,0,0,0,0,115
1896898,0,1,0,1,0,0,125
1906629,1,1,0,0,0,0,109
1980897,1,1,1,1,1,0,147
2000542,1,0,1,0,0,0,147
2016030,0,1,0,0,0,0,147
2018338,0,0,0,0,1,0,147
2030971,0,0,1,0,0,0,147
2062590,1,1,1,1,1,0,158
2068337,1,1,1,1,1,0,158
2133506,0,0,0,1,1,1,163
2157613,0,1,1,0,1,0,163
2261524,0,1,1,0,1,0,153
2290652,1,1,0,0,0,0,153
2312431,0,1,1,0,1,0,96
2336915,0,0,0,0,1,0,96
2397822,1,1,0,0,0,0,128
2404089,0,0,1,0,0,0,128
2441899,0,0,0,0,1,0,213
2486287,1,0,1,0,0,0,213
2489489,0,1,0,0,0,0,213
2492472,0,1,1,0,1,0,127
2513330,0,0,0,0,1,0,127
2570388,0,0,0,1,1,1,143
2716176,0,1,0,0,0,0,160
2742704,0,0,1,1,0,0,160
2984856,0,0,1,1,0,0,153
3012900,1,1,1,1,1,0,153
3135072,1,1,1,1,1,0,115
3313252,1,1,0,0,0,0,108
3346988,0,1,0,1,0,0,172
3347231,1,1,0,0,0,0,172
3353230,0,1,1,0,1,0,172
3371422,1,1,1,0,1,1,172
3517872,1,0,0,1,1,0,122
3647398,0,0,0,0,1,0,134
3691642,0,0,0,0,1,0,93
3777863,0,0,0,1,1,1,130
3813740,1,0,0,1,1,0,138
3865134,1,0,1,0,0,0,138
3877694,0,1,0,1,0,0,103
3946239,1,1,0,0,0,0,131
4032587,0,1,1,0,1,0,158
4076561,1,0,0,1,1,0,129
4078089,0,0,1,0,0,0,129
4101339,1,0,0,1,1,0,129
4109631,0,1,1,0,1,0,129
4121231,1,0,1,1,0,0,129
4127370,1,1,0,0,0,0,129
4131785,0,0,1,0,0,0,123
4180154,1,1,0,0,0,0,123
4261752,1,1,0,0,0,0,129
4272397,0,1,1,0,1,0,129
4392067,0,1,1,1,1,1,104
4397563,1,1,1,0,1,1,104
4405711,0,1,1,0,1,0,104
4447418,1,0,0,1,1,0,104
4478043,1,1,0,1,0,0,121
4483000,1,1,0,0,0,0,121
4560098,1,1,1,1,1,0,136
4684600,1,1,0,0,0,0,110
4788946,0,1,1,1,1,1,89
4816624,1,1,0,1,0,0,89
4856906,0,1,0,1,0,0,152
4908416,1,1,0,0,0,0,152
5022740,1,1,0,0,0,0,139
5127458,1,1,1,1,1,0,168
5216194,0,0,1,1,0,0,151
5242138,0,0,0,1,1,1,151
5313911,0,1,1,0,1,0,96
5329146,1,0,0,1,1,0,96
5352318,1,0,0,1,1,0,96
5358605,0,1,0,1,0,0,96
5374349,1,0,1,0,0,0,119
5419719,0,0,0,1,1,1,119
5433845,1,0,1,1,0,0,119
5447830,1,0,1,0,0,0,109
5454356,0,0,0,1,1,1,109
5514447,0,1,0,0,0,0,161
5517045,0,0,0,0,1,0,161
5638683,0,1,1,0,1,0,143
5676543,0,1,1,1,1,1,143
5687515,0,1,0,0,0,0,143
5702876,1,1,1,0,1,1,168
5838077,0,0,1,1,0,0,103
5904102,1,0,0,1,1,0,94
5953235,0,1,1,1,1,1,94
6082284,1,0,1,0,0,0,182
6168970,0,0,1,1,0,0,170
6232995,1,0,0,0,1,1,115
6306814,1,1,0,0,0,0,119
6318937,1,0,0,0,1,1,119
6431921,1,0,0,1,1,0,90
6454800,0,0,1,1,0,0,90
6536317,1,0,1,0,0,0,88
6646569,1,1,1,0,1,1,146
6686079,1,1,0,0,0,0,147
6705385,0,0,1,1,0,0,147
6739830,0,0,0,0,1,0,147
6775518,0,1,1,0,1,0,168
6784284,1,1,1,1,1,0,168
6786309,0,1,0,1,0,0,168
6786818,0,0,0,0,1,0,168
6808661,1,0,1,0,0,0,168
6809243,1,0,1,0,0,0,168
6813421,0,1,0,0,0,0,168
6913988,0,0,1,1,0,0,133
6920757,0,1,1,1,1,1,133
6933966,1,1,1,1,1,0,133
6943876,1,0,0,1,1,0,133
6952554,1,0,0,0,1,1,149
6977089,1,0,1,1,0,0,149
7070796,0,0,1,0,0,0,99
7083104,0,1,1,1,1,1,146
7119402,1,1,1,1,1,0,146
7159294,0,1,0,1,0,0,190
7174469,0,1,0,1,0,0,190
7228050,1,0,1,0,0,0,128
7285862,1,1,0,0,0,0,143
7287173,1,0,0,0,1,1,143
7295025,0,1,0,1,0,0,143
7345663,0,0,1,0,0,0,110
7494829,1,0,1,0,0,0,98
7560383,0,0,0,1,1,1,101
7642511,1,1,0,1,0,0,129
7672060,0,1,0,0,0,0,135
7732290,0,1,1,1,1,1,135
7735867,0,0,1,1,0,0,91
7801410,0,0,0,0,1,0,154
7844125,1,1,1,1,1,0,154
7858775,1,0,0,1,1,0,154
7888160,1,1,1,0,1,1,141
7920999,1,1,1,1,1,0,141
7926390,1,0,1,0,0,0,141
7945939,1,0,0,0,1,1,151
7947847,0,0,1,1,0,0,151
8097408,0,0,1,0,0,0,116
8173336,1,1,1,1,1,0,118
8183931,1,0,1,0,0,0,118
8219502,0,1,1,0,1,0,190
8236732,0,0,0,1,1,1,190
8249170,0,1,1,0,1,0,190
8271511,1,1,1,0,1,1,191
8318946,0,0,1,1,0,0,191
8373154,0,0,1,1,0,0,137
8521730,1,0,1,0,0,0,140
8537409,1,1,1,1,1,0,140
8547328,0,1,0,1,0,0,140
8562923,1,1,0,0,0,0,140
8570710,0,0,0,0,1,0,140
8598939,1,1,0,0,0,0,135
8665660,1,1,0,0,0,0,124
8724795,0,0,0,0,1,0,100
8773317,0,1,1,0,1,0,100
8783178,0,0,1,1,0,0,179
8851799,0,1,0,1,0,0,129
8956860,1,0,0,1,1,0,152
8970085,0,1,1,0,1,0,152
9041150,1,1,0,0,0,0,100
9064773,0,0,0,0,1,0,160
9130889,1,1,0,0,0,0,106
9133717,0,1,0,0,0,0,106
9204441,0,1,1,0,1,0,155
9211220,1,0,0,0,1,1,155
9274497,1,1,0,0,0,0,153
9287715,1,0,1,0,0,0,153
9496448,1,0,0,1,1,0,135
9502544,1,1,0,1,0,0,135
9526032,1,0,0,1,1,0,124
9546848,0,0,0,0,1,0,124
9594577,0,0,1,1,0,0,136
9648192,0,0,1,1,0,0,146
9650815,1,1,1,1,1,0,146
9691650,0,0,0,0,1,0,146
9728678,1,1,1,1,1,0,145
9780057,1,0,1,0,0,0,109
9826221,1,1,0,0,0,0,109
9836416,1,0,1,0,0,0,120
9895444,0,1,0,1,0,0,120
9940562,1,1,0,1,0,0,92
9989692,1,0,0,1,1,0,168
10003828,1,1,0,1,0,0,168
10007178,0,1,1,0,1,0,168
10056251,0,1,0,1,0,0,127
10066861,0,0,0,1,1,1,127
10081897,0,0,0,0,1,0,127
10106077,1,0,1,0,0,0,116
10128619,1,0,0,0,1,1,116
10129030,1,0,1,0,0,0,116
10137600,0,0,0,0,1,0,116
10243936,1,1,1,0,1,1,120
10250972,0,0,0,1,1,1,120
10276397,1,1,1,1,1,0,120
10282391,0,0,1,1,0,0,120
10303083,0,0,1,1,0,0,137
10337350,1,1,1,1,1,0,137
10393325,1,1,1,0,1,1,144
10427201,0,1,1,0,1,0,133
