attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
1653,1,0,1,1,0,0,43,1,9,0
28651,1,1,0,0,0,0,43,1,9,0
55557,1,1,1,0,1,1,43,1,9,0
58830,1,1,1,1,1,0,43,1,9,0
58867,0,0,0,1,1,1,43,1,9,0
66239,0,0,0,0,1,0,122,1,9,0
67458,0,0,0,0,1,0,122,1,9,0
69768,0,0,1,1,0,0,122,1,9,0
79432,1,1,0,0,0,0,122,1,9,0
80022,0,0,0,1,1,1,122,1,9,0
80123,0,0,0,0,1,0,122,1,9,0
87554,0,0,0,0,1,0,122,1,9,0
98536,1,0,1,1,0,0,122,1,9,0
102099,1,0,1,1,0,0,122,1,9,0
104806,1,1,0,0,0,0,122,1,9,0
109759,1,1,0,0,0,0,122,1,9,0
111536,0,0,0,0,1,0,122,1,9,0
115851,1,0,1,0,0,0,122,1,9,0
120594,1,0,0,0,1,1,122,1,9,0
131589,1,0,1,0,0,0,66,1,9,0
134260,1,1,0,0,0,0,66,1,9,0
205735,1,0,0,0,1,1,77,1,9,0
230503,1,1,0,0,0,0,77,1,9,0
307054,1,1,1,1,1,0,153,1,9,0
313493,1,1,1,1,1,0,153,1,9,0
323128,0,0,1,1,0,0,153,1,9,0
332139,1,1,1,1,1,0,151,1,9,0
338566,0,1,0,0,0,0,151,1,9,0
358853,1,0,1,0,0,0,151,1,9,0
362095,1,0,0,1,1,0,151,1,9,0
423082,1,1,0,0,0,0,103,2,12,0
429686,0,1,1,1,1,1,103,2,12,0
466722,1,1,1,0,1,1,102,2,12,0
474901,0,1,1,0,1,0,102,2,12,0
482800,1,1,0,1,0,0,102,2,12,0
495948,1,0,1,0,0,0,102,2,12,0
549002,0,0,1,1,0,0,108,2,12,0
573407,0,1,0,1,0,0,108,2,12,0
587654,0,0,0,0,1,0,108,2,12,0
593347,1,1,0,1,0,0,194,3,12,0
596913,1,1,0,0,0,0,194,3,12,0
600279,1,1,0,0,0,0,194,3,12,0
603430,0,0,1,0,0,0,194,3,12,0
615033,1,1,1,1,1,0,194,3,12,0
617987,1,1,1,1,1,0,194,3,12,0
628115,0,1,0,1,0,0,194,3,12,0
628867,0,0,1,1,0,0,194,3,12,0
631881,0,1,1,0,1,0,194,3,12,0
688844,0,0,0,0,1,0,120,3,12,0
695754,0,0,0,0,1,0,120,3,12,0
698562,0,1,0,1,0,0,120,3,12,0
699209,0,1,0,1,0,0,120,3,12,0
699466,0,0,1,1,0,0,120,3,12,0
713721,1,1,0,0,0,0,120,3,12,0
719956,1,0,1,0,0,0,120,3,12,0
722010,1,1,1,1,1,0,43,3,12,0
761862,1,0,1,0,0,0,43,3,12,0
795576,1,1,1,1,1,0,68,3,12,0
796688,1,0,0,1,1,0,68,3,12,0
809532,1,0,1,0,0,0,68,3,12,0
904278,1,1,0,0,0,0,57,3,12,0
916402,0,1,0,1,0,0,57,3,12,0
922698,1,1,1,1,1,0,121,3,12,0
925462,0,1,0,1,0,0,121,3,12,0
934748,0,0,0,0,1,0,121,3,12,0
941196,1,0,0,0,1,1,121,3,12,0
947373,0,1,0,1,0,0,121,3,12,0
950116,0,0,1,0,0,0,121,3,12,0
965429,1,1,1,1,1,0,121,3,12,0
973169,1,1,0,0,0,0,121,3,12,0
974706,0,0,0,0,1,0,121,3,12,0
977235,1,1,1,1,1,0,121,3,12,0
979201,0,1,1,0,1,0,121,3,12,0
982410,1,1,0,0,0,0,121,3,12,0
989361,1,0,1,0,0,0,112,3,12,0
1018713,1,1,0,0,0,0,112,3,12,0
1028306,0,1,1,1,1,1,112,3,12,0
1065695,0,1,1,0,1,0,65,3,12,0
1070650,1,0,1,0,0,0,65,3,12,0
1088120,0,0,1,1,0,0,65,3,12,0
1090020,1,0,0,1,1,0,65,3,12,0
1094683,0,1,0,0,0,0,65,3,12,0
1114284,1,0,1,0,0,0,174,3,12,0
1119738,1,0,1,0,0,0,174,3,12,0
1140517,1,1,0,0,0,0,174,3,12,0
1150434,1,1,1,1,1,0,174,3,12,0
1156777,1,1,1,1,1,0,174,3,12,0
1170789,0,0,1,1,0,0,174,3,12,0
1245398,1,1,0,0,0,0,191,3,12,0
1253804,1,0,1,0,0,0,191,3,12,0
1256043,1,1,0,0,0,0,191,3,12,0
1267088,0,1,0,1,0,0,191,3,12,0
1267643,0,1,1,0,1,0,191,3,12,0
1283440,1,1,0,0,0,0,191,3,12,0
1287614,1,0,0,1,1,0,191,3,12,0
1290779,0,0,0,0,1,0,191,3,12,0
1298385,1,0,0,1,1,0,191,3,12,0
1329210,0,0,1,1,0,0,221,3,12,0
1337390,0,1,1,0,1,0,221,3,12,0
1340291,0,0,0,1,1,1,221,3,12,0
1342505,0,0,1,1,0,0,221,3,12,0
1357263,0,1,0,1,0,0,221,3,12,0
1358637,0,1,0,1,0,0,221,3,12,0
1360824,0,1,1,0,1,0,221,3,12,0
1370597,0,0,0,0,1,0,221,3,12,0
1386002,1,1,0,0,0,0,56,3,12,0
1398425,0,1,1,0,1,0,56,3,12,0
1407976,0,0,1,1,0,0,56,3,12,0
1408841,1,1,0,1,0,0,56,3,12,0
1426263,1,1,0,0,0,0,56,3,12,0
1449210,0,0,1,1,0,0,255,3,12,0
1451842,0,0,0,0,1,0,255,3,12,0
1457371,1,0,0,1,1,0,255,3,12,0
1460156,0,1,0,1,0,0,255,3,12,0
1467355,0,0,1,1,0,0,255,3,12,0
1475740,1,0,1,0,0,0,255,3,12,0
1476092,1,0,0,1,1,0,255,3,12,0
1502924,0,1,1,0,1,0,255,3,12,0
1521872,0,0,0,0,1,0,255,3,12,0
1525709,1,1,0,0,0,0,255,3,12,0
1529299,1,0,1,0,0,0,255,3,12,0
1530659,1,0,1,1,0,0,255,3,12,0
1533526,1,1,0,0,0,0,255,3,12,0
1536681,1,0,1,0,0,0,255,3,12,0
1555199,1,0,0,1,1,0,255,3,12,0
1555879,1,1,0,0,0,0,255,3,12,0
1561812,0,0,0,0,1,0,255,3,12,0
1585768,0,0,0,0,1,0,67,3,12,0
1593883,1,1,1,1,1,0,67,3,12,0
1595622,0,1,0,0,0,0,67,3,12,0
1615771,1,1,0,0,0,0,67,3,12,0
1629894,0,1,0,1,0,0,67,3,12,0
1638795,1,0,1,0,0,0,87,3,12,0
1641321,1,0,1,0,0,0,87,3,12,0
1652505,1,1,1,1,1,0,87,3,12,0
1654950,0,1,0,1,0,0,87,3,12,0
1684411,1,1,0,0,0,0,87,3,12,0
1719591,1,0,0,1,1,0,104,3,12,0
1720496,0,0,1,1,0,0,104,3,12,0
1725962,1,0,1,0,0,0,104,3,12,0
1735676,1,1,0,0,0,0,104,3,12,0
1735832,0,0,1,1,0,0,104,3,12,0
1754604,0,0,0,0,1,0,104,3,12,0
1754704,1,1,0,0,0,0,104,3,12,0
1766872,0,1,1,0,1,0,104,3,12,0
1774781,1,0,0,1,1,0,100,3,12,0
1787472,0,1,1,0,1,0,100,3,12,0
1805516,0,1,0,1,0,0,100,3,12,0
1811573,0,0,0,0,1,0,100,3,12,0
1847591,1,1,0,0,0,0,56,3,12,0
1906611,1,0,1,0,0,0,176,3,12,0
1935842,0,0,1,1,0,0,176,3,12,0
1939579,0,0,1,1,0,0,176,3,12,0
1945755,0,1,1,0,1,0,176,3,12,0
1951842,0,0,1,1,0,0,176,3,12,0
1960173,0,0,1,1,0,0,176,3,12,0
1960738,0,1,1,0,1,0,176,3,12,0
1972500,0,1,1,0,1,0,34,3,12,0
1994614,0,0,1,1,0,0,34,3,12,0
2031151,0,1,1,0,1,0,34,3,12,0
2045736,1,1,1,1,1,0,118,3,12,0
2048412,1,0,1,0,0,0,118,3,12,0
2048963,1,1,0,1,0,0,118,3,12,0
2060374,1,0,0,1,1,0,118,3,12,0
2063205,0,1,0,1,0,0,118,3,12,0
2070338,1,1,1,1,1,0,118,3,12,0
2086833,0,0,0,0,1,0,118,3,12,0
2091406,1,0,1,0,0,0,118,3,12,0
2105321,0,0,0,0,1,0,100,3,12,0
2131633,0,0,0,0,1,0,100,3,12,0
2134630,0,0,0,0,1,0,100,3,12,0
2135840,0,1,0,1,0,0,100,3,12,0
2146640,0,1,0,1,0,0,100,3,12,0
2149246,0,0,0,0,1,0,100,3,12,0
2164802,0,0,0,0,1,0,255,3,12,0
2170697,1,0,1,1,0,0,255,3,12,0
2174089,0,0,1,1,0,0,255,3,12,0
2175352,1,0,1,0,0,0,255,3,12,0
2178345,0,0,0,0,1,0,255,3,12,0
2185089,0,0,0,0,1,0,255,3,12,0
2189701,0,1,1,0,1,0,255,3,12,0
2191605,0,0,0,0,1,0,255,3,12,0
2198091,1,1,1,1,1,0,255,3,12,0
2200060,1,1,1,1,1,0,255,3,12,0
2201041,1,1,1,1,1,0,255,3,12,0
2206080,0,1,0,1,0,0,255,3,12,0
2206967,0,0,1,1,0,0,255,3,12,0
2216411,1,0,1,1,0,0,255,3,12,0
2225482,0,1,1,0,1,0,255,3,12,0
2241561,0,0,0,0,1,0,125,3,12,0
2242273,0,0,1,1,0,0,125,3,12,0
2255051,0,0,0,0,1,0,125,3,12,0
2296823,1,0,0,1,1,0,191,3,12,0
2297014,1,1,0,0,0,0,191,3,12,0
2298373,0,0,1,1,0,0,191,3,12,0
2302043,1,0,0,1,1,0,191,3,12,0
2302984,0,1,0,1,0,0,191,3,12,0
2303322,0,1,0,1,0,0,191,3,12,0
2323882,1,0,0,1,1,0,191,3,12,0
2328400,0,0,1,1,0,0,191,3,12,0
2337287,0,0,1,1,0,0,191,3,12,0
2368973,0,1,1,0,1,0,130,3,12,0
2412809,0,1,0,1,0,0,130,3,12,0
2416771,1,0,1,0,0,0,130,3,12,0
2420137,0,0,1,1,0,0,130,3,12,0
2424963,0,1,1,0,1,0,241,3,12,0
2426490,0,1,0,1,0,0,241,3,12,0
2431539,0,1,1,0,1,0,241,3,12,0
2437363,0,0,0,0,1,0,241,3,12,0
2440181,1,0,1,0,0,0,241,3,12,0
2445660,1,1,0,1,0,0,241,3,12,0
2450633,1,0,0,1,1,0,241,3,12,0
2452505,0,1,0,1,0,0,241,3,12,0
2467086,1,1,0,0,0,0,241,3,12,0
2467802,0,0,1,1,0,0,241,3,12,0
2476121,1,0,0,1,1,0,241,3,12,0
2481085,1,1,1,1,1,0,241,3,12,0
2483862,1,0,0,1,1,0,241,3,12,0
2495803,1,1,1,1,1,0,82,3,12,0
2496465,0,0,1,1,0,0,82,3,12,0
2501527,0,1,0,0,0,0,82,3,12,0
2515610,1,0,1,1,0,0,82,3,12,0
