attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
40856,0,1,1,0,1,0,8
41070,0,0,1,1,0,0,8
43104,0,0,0,0,1,0,8
61801,0,1,0,1,0,0,8
66465,1,0,0,1,1,0,188
66922,0,1,0,1,0,0,188
67038,1,0,1,0,0,0,188
67203,1,0,1,0,0,0,188
67565,1,1,1,1,1,0,188
68304,0,0,1,0,0,0,188
68622,1,1,0,0,0,0,188
69610,1,0,1,0,0,0,188
70533,1,1,0,0,0,0,188
72373,0,0,1,1,0,0,188
73051,0,1,0,1,0,0,188
73339,1,0,1,0,0,0,188
73883,0,0,0,0,1,0,188
74484,0,1,1,0,1,0,188
74943,0,1,0,1,0,0,188
75214,1,1,1,1,1,0,188
75393,1,0,0,1,1,0,188
77935,0,1,1,0,1,0,188
78199,1,1,0,0,0,0,188
78583,0,1,1,0,1,0,188
80275,0,0,1,1,0,0,188
80592,1,1,1,1,1,0,188
80608,0,1,1,0,1,0,188
81244,0,0,1,1,0,0,188
82535,1,1,1,1,1,0,188
83286,1,1,0,0,0,0,188
83334,1,1,1,1,1,0,188
83706,0,0,1,1,0,0,188
83960,0,1,1,0,1,0,188
85167,0,1,1,0,1,0,188
86605,0,0,1,1,0,0,188
86862,0,1,1,0,1,0,188
88805,1,0,1,0,0,0,188
89715,1,1,1,1,1,0,188
89738,1,1,1,1,1,0,188
89868,0,1,1,0,1,0,188
90082,1,1,0,0,0,0,188
90735,0,1,1,0,1,0,188
91494,0,0,0,0,1,0,188
91820,1,0,0,1,1,0,188
91852,0,1,0,1,0,0,188
91897,0,1,0,1,0,0,188
92825,0,0,0,0,1,0,188
92971,0,1,0,1,0,0,188
93281,1,0,1,1,0,0,188
93909,1,1,0,0,0,0,188
93910,1,0,0,1,1,0,188
93956,1,0,0,1,1,0,188
93971,0,0,0,0,1,0,188
94682,0,1,0,1,0,0,188
94702,0,0,0,0,1,0,188
95810,1,1,0,0,0,0,188
95814,1,1,0,0,0,0,188
98147,1,1,1,1,1,0,188
98470,0,1,0,1,0,0,188
98499,1,0,0,1,1,0,188
98749,1,1,1,1,1,0,188
99150,0,0,1,1,0,0,188
99750,0,1,0,1,0,0,188
101149,1,0,0,1,1,0,188
102343,0,0,1,1,0,0,188
103149,0,0,0,0,1,0,188
103254,1,0,0,1,1,0,188
103393,0,1,1,0,1,0,188
103570,1,1,1,1,1,0,188
