attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
243,1,1,0,0,0,0,101,1,9,0
501,0,0,1,1,0,0,101,1,9,0
791,1,1,0,0,0,0,101,1,9,0
1635,0,1,0,1,0,0,101,1,9,0
1913,1,1,1,1,1,0,101,1,9,0
1921,0,0,0,0,1,0,101,1,9,0
1982,0,0,1,1,0,0,101,1,9,0
2459,1,0,0,1,1,0,101,1,9,0
2600,0,0,0,0,1,0,101,1,9,0
3616,1,0,0,1,1,0,101,1,9,0
3809,1,1,0,0,0,0,101,1,9,0
4196,0,0,1,1,0,0,101,1,9,0
4478,0,1,1,0,1,0,101,1,9,0
4493,1,0,1,0,0,0,101,1,9,0
4667,1,1,0,0,0,0,101,1,9,0
4871,0,0,1,1,0,0,101,1,9,0
5020,0,1,1,0,1,0,101,1,9,0
5482,1,0,0,1,1,0,101,1,9,0
6109,0,0,0,0,1,0,101,1,9,0
6399,1,1,0,0,0,0,101,1,9,0
7372,1,0,0,1,1,0,101,1,9,0
7487,1,1,0,0,0,0,101,1,9,0
7744,0,0,0,0,1,0,101,1,9,0
7870,0,0,1,1,0,0,101,1,9,0
7977,0,1,0,1,0,0,101,1,9,0
8620,0,0,0,0,1,0,101,1,9,0
9988,1,0,0,1,1,0,101,1,9,0
11561,0,0,1,0,0,0,101,1,9,0
11711,1,1,0,0,0,0,101,1,9,0
12448,0,1,1,0,1,0,101,1,9,0
13398,1,0,1,0,0,0,101,1,9,0
13526,1,0,0,1,1,0,101,1,9,0
13647,1,1,0,0,0,0,101,1,9,0
14314,1,0,0,1,1,0,101,1,9,0
14719,0,1,1,0,1,0,101,1,9,0
14837,0,1,1,0,1,0,101,1,9,0
15780,1,0,1,0,0,0,101,1,9,0
15808,0,1,1,0,1,0,101,1,9,0
15916,1,0,1,0,0,0,101,1,9,0
18931,1,0,0,1,1,0,101,1,9,0
19003,1,1,1,1,1,0,101,1,9,0
19540,1,0,1,0,0,0,101,1,9,0
20243,0,1,1,0,1,0,101,1,9,0
20731,0,0,0,0,1,0,101,1,9,0
20928,1,0,1,0,0,0,101,1,9,0
21199,0,1,1,0,1,0,101,1,9,0
21484,0,0,1,1,0,0,101,1,9,0
23490,1,0,0,1,1,0,101,1,9,0
23790,0,0,0,0,1,0,101,1,9,0
24259,0,1,1,0,1,0,101,1,9,0
24921,0,0,1,1,0,0,101,1,9,0
25153,0,0,1,1,0,0,101,1,9,0
25162,1,1,0,0,0,0,101,1,9,0
25219,0,0,0,0,1,0,101,1,9,0
25811,1,0,0,1,1,0,101,1,9,0
26122,0,1,1,0,1,0,101,1,9,0
26320,0,0,0,0,1,0,101,1,9,0
26493,1,0,0,1,1,0,101,1,9,0
27226,0,1,0,1,0,0,101,1,9,0
28293,0,0,1,1,0,0,101,1,9,0
29354,1,0,0,1,1,0,101,1,9,0
29877,0,1,1,0,1,0,101,1,9,0
29951,0,0,1,0,0,0,101,1,9,0
30477,0,1,0,1,0,0,101,1,9,0
30651,1,1,0,0,0,0,101,1,9,0
31419,0,0,0,0,1,0,101,1,9,0
32219,1,0,1,0,0,0,101,1,9,0
33477,1,1,1,1,1,0,101,1,9,0
34583,0,1,0,1,0,0,101,1,9,0
34823,0,0,0,0,1,0,101,1,9,0
35183,1,0,0,1,1,0,101,1,9,0
35233,0,0,1,1,0,0,101,1,9,0
35441,1,1,1,1,1,0,101,1,9,0
36598,1,0,0,1,1,0,101,1,9,0
37104,1,1,1,1,1,0,101,1,9,0
37133,0,0,0,0,1,0,101,1,9,0
37162,1,1,0,0,0,0,101,1,9,0
37873,1,1,1,1,1,0,101,1,9,0
38312,1,0,1,0,0,0,101,1,9,0
39169,1,0,1,0,0,0,101,1,9,0
39684,0,0,0,0,1,0,101,1,9,0
40291,0,0,0,0,1,0,101,1,9,0
41425,1,0,0,1,1,0,101,1,9,0
41934,1,1,1,1,1,0,101,1,9,0
42185,0,1,1,0,1,0,101,1,9,0
42202,1,1,0,0,0,0,101,1,9,0
42333,1,1,0,0,0,0,101,1,9,0
43452,0,1,0,1,0,0,101,1,9,0
43607,0,0,1,1,0,0,101,1,9,0
43891,0,0,0,1,1,1,101,1,9,0
44257,1,1,0,0,0,0,101,1,9,0
44301,0,0,0,0,1,0,101,1,9,0
45676,1,1,1,1,1,0,101,1,9,0
46068,1,1,1,1,1,0,101,1,9,0
46702,0,0,1,1,0,0,101,1,9,0
47589,0,0,1,1,0,0,101,1,9,0
47734,0,0,0,0,1,0,101,1,9,0
48122,0,0,0,0,1,0,101,1,9,0
48182,0,0,0,0,1,0,101,1,9,0
49286,1,0,0,1,1,0,101,1,9,0
49798,0,0,1,1,0,0,101,1,9,0
49838,0,1,1,0,1,0,101,1,9,0
50266,0,0,0,0,1,0,101,1,9,0
50558,1,0,1,0,0,0,101,1,9,0
51591,1,0,0,1,1,0,101,1,9,0
51708,0,0,0,0,1,0,101,1,9,0
51871,1,1,1,1,1,0,101,1,9,0
52498,0,1,0,1,0,0,101,1,9,0
52765,1,1,0,0,0,0,101,1,9,0
52952,0,0,1,1,0,0,101,1,9,0
53477,0,1,1,0,1,0,101,1,9,0
53564,1,0,1,0,0,0,101,1,9,0
54114,1,1,1,1,1,0,101,1,9,0
54317,1,0,1,0,0,0,101,1,9,0
54459,1,0,0,1,1,0,101,1,9,0
54801,0,1,1,0,1,0,101,1,9,0
54966,0,1,0,1,0,0,101,1,9,0
55283,0,0,1,1,0,0,101,1,9,0
55567,0,0,1,1,0,0,101,1,9,0
55634,0,1,0,1,0,0,101,1,9,0
55814,1,0,1,0,0,0,101,1,9,0
56879,1,0,1,0,0,0,101,1,9,0
57350,0,0,1,1,0,0,101,1,9,0
57734,0,1,0,1,0,0,101,1,9,0
58242,1,0,1,0,0,0,101,1,9,0
58372,1,1,1,1,1,0,101,1,9,0
58426,1,0,1,0,0,0,101,1,9,0
58447,1,0,1,0,0,0,101,1,9,0
59058,1,1,0,0,0,0,101,1,9,0
59725,1,1,0,0,0,0,101,1,9,0
59876,0,1,0,1,0,0,101,1,9,0
61227,0,1,0,1,0,0,101,1,9,0
61818,0,0,1,1,0,0,101,1,9,0
62589,0,1,0,1,0,0,101,1,9,0
62854,0,0,0,1,1,1,101,1,9,0
62951,1,1,0,0,0,0,101,1,9,0
63199,1,1,0,0,0,0,101,1,9,0
63745,0,0,1,1,0,0,101,1,9,0
64906,0,1,0,1,0,0,101,1,9,0
65206,1,0,0,1,1,0,101,1,9,0
65825,1,1,0,0,0,0,255,1,9,0
66112,1,0,1,0,0,0,255,1,9,0
66331,0,0,1,1,0,0,255,1,9,0
66545,0,0,1,1,0,0,255,1,9,0
66668,0,0,1,1,0,0,255,1,9,0
66726,1,0,0,1,1,0,255,1,9,0
66754,0,1,0,1,0,0,255,1,9,0
66832,0,0,1,1,0,0,255,1,9,0
66991,0,1,0,1,0,0,255,1,9,0
67068,0,0,1,1,0,0,255,1,9,0
67112,1,1,1,1,1,0,255,1,9,0
67402,1,0,1,0,0,0,255,1,9,0
67696,0,0,1,1,0,0,255,1,9,0
68254,1,1,0,0,0,0,255,1,9,0
68394,1,0,0,1,1,0,255,1,9,0
68446,1,1,1,1,1,0,255,1,9,0
68706,1,0,0,1,1,0,255,1,9,0
68870,1,0,0,1,1,0,255,1,9,0
69168,0,1,1,0,1,0,255,1,9,0
69335,1,0,1,0,0,0,255,1,9,0
69411,0,0,1,1,0,0,255,1,9,0
69478,0,1,1,0,1,0,255,1,9,0
69507,1,0,1,0,0,0,255,1,9,0
69531,0,0,1,1,0,0,255,1,9,0
70094,0,1,0,1,0,0,255,1,9,0
70297,1,0,1,0,0,0,255,1,9,0
70749,0,0,1,1,0,0,255,1,9,0
70763,1,0,0,1,1,0,255,1,9,0
70959,0,0,1,1,0,0,255,1,9,0
71032,1,0,0,1,1,0,255,1,9,0
71053,0,0,1,1,0,0,255,1,9,0
71205,0,1,1,0,1,0,255,1,9,0
71266,0,0,0,0,1,0,255,1,9,0
71415,1,0,0,1,1,0,255,1,9,0
71579,1,1,1,1,1,0,255,1,9,0
71723,0,0,1,1,0,0,255,1,9,0
71786,1,1,1,1,1,0,255,1,9,0
72021,1,1,1,1,1,0,255,1,9,0
72206,1,1,1,1,1,0,255,1,9,0
72241,1,1,0,0,0,0,255,1,9,0
72268,0,1,1,0,1,0,255,1,9,0
72301,1,0,0,1,1,0,255,1,9,0
72415,1,1,0,0,0,0,255,1,9,0
72576,0,1,1,0,1,0,255,1,9,0
72736,1,0,1,0,0,0,255,1,9,0
72846,0,0,1,1,0,0,255,1,9,0
73127,0,1,1,0,1,0,255,1,9,0
73162,0,0,0,0,1,0,255,1,9,0
73291,1,0,1,0,0,0,255,1,9,0
73345,1,0,0,1,1,0,255,1,9,0
73478,0,0,0,0,1,0,255,1,9,0
73777,1,0,0,1,1,0,255,1,9,0
73813,0,0,1,1,0,0,255,1,9,0
74075,1,1,0,0,0,0,255,1,9,0
74440,1,0,1,0,0,0,255,1,9,0
74528,1,0,1,0,0,0,255,1,9,0
74553,0,0,1,1,0,0,255,1,9,0
74650,1,0,1,0,0,0,255,1,9,0
74746,0,1,1,0,1,0,255,1,9,0
74816,0,1,1,0,1,0,255,1,9,0
75052,0,0,1,1,0,0,255,1,9,0
75132,1,0,0,1,1,0,255,1,9,0
75650,0,1,0,1,0,0,255,1,9,0
76046,0,0,1,1,0,0,255,1,9,0
76117,1,1,1,1,1,0,255,1,9,0
76150,1,1,0,0,0,0,255,1,9,0
76162,1,0,0,1,1,0,255,1,9,0
76195,1,0,1,0,0,0,255,1,9,0
77251,1,1,0,0,0,0,255,1,9,0
77796,0,0,0,0,1,0,255,1,9,0
77935,0,0,1,1,0,0,255,1,9,0
78112,0,0,1,1,0,0,255,1,9,0
78523,0,0,0,0,1,0,255,1,9,0
78736,0,1,0,1,0,0,255,1,9,0
78854,1,0,0,1,1,0,255,1,9,0
79373,0,1,0,1,0,0,255,1,9,0
79428,0,1,0,1,0,0,255,1,9,0
79758,0,0,0,0,1,0,255,1,9,0
80081,0,1,1,0,1,0,255,1,9,0
80094,0,1,0,1,0,0,255,1,9,0
80211,0,0,0,0,1,0,255,1,9,0
80707,0,1,0,1,0,0,255,1,9,0
80758,0,1,1,0,1,0,255,1,9,0
80794,1,0,1,0,0,0,255,1,9,0
81134,1,0,0,1,1,0,255,1,9,0
82003,0,1,1,0,1,0,255,1,9,0
82454,1,1,1,1,1,0,255,1,9,0
82542,1,0,0,1,1,0,255,1,9,0
82653,1,1,1,1,1,0,255,1,9,0
83161,0,0,0,0,1,0,255,1,9,0
83194,0,1,1,0,1,0,255,1,9,0
83222,1,1,1,1,1,0,255,1,9,0
83454,1,1,1,1,1,0,255,1,9,0
83488,1,0,0,1,1,0,255,1,9,0
84493,0,0,1,1,0,0,255,1,9,0
84743,1,1,1,1,1,0,255,1,9,0
84948,1,1,1,1,1,0,255,1,9,0
85274,1,1,1,1,1,0,255,1,9,0
85277,0,1,0,1,0,0,255,1,9,0
85385,1,1,0,0,0,0,255,1,9,0
85542,0,0,1,1,0,0,255,1,9,0
85605,0,0,1,1,0,0,255,1,9,0
85940,1,0,1,0,0,0,255,1,9,0
85955,0,0,1,1,0,0,255,1,9,0
86125,0,1,1,0,1,0,255,1,9,0
86218,1,1,1,1,1,0,255,1,9,0
86279,1,0,0,1,1,0,255,1,9,0
86420,0,1,0,1,0,0,255,1,9,0
86706,1,0,0,1,1,0,255,1,9,0
86781,1,1,1,1,1,0,255,1,9,0
87090,0,1,0,0,0,0,255,1,9,0
87305,1,1,0,0,0,0,255,1,9,0
87337,0,1,1,0,1,0,255,1,9,0
87377,0,0,0,0,1,0,255,1,9,0
87808,1,0,0,1,1,0,255,1,9,0
87848,0,1,1,0,1,0,255,1,9,0
88136,1,1,1,1,1,0,255,1,9,0
88319,0,0,1,1,0,0,255,1,9,0
88325,1,1,1,1,1,0,255,1,9,0
88445,1,0,0,1,1,0,255,1,9,0
88682,1,0,1,0,0,0,255,1,9,0
88839,1,0,0,1,1,0,255,1,9,0
89165,0,0,1,1,0,0,255,1,9,0
89177,1,0,1,0,0,0,255,1,9,0
