attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
65920,1,1,0,0,0,0,216
71526,1,0,0,1,1,0,216
75751,0,0,0,0,1,0,216
77681,1,0,0,1,1,0,216
83741,0,0,1,1,0,0,216
94706,0,0,1,1,0,0,216
99193,1,1,1,1,1,0,216
101900,0,1,0,1,0,0,216
104741,0,0,1,1,0,0,216
109216,1,0,1,1,0,0,216
112326,1,1,0,0,0,0,216
117533,0,1,0,1,0,0,216
121751,0,0,0,0,1,0,216
125762,1,0,1,0,0,0,216
133479,1,1,0,1,0,0,255
135829,1,0,0,1,1,0,255
137198,0,0,1,1,0,0,255
141518,0,0,0,0,1,0,255
142954,0,0,1,1,0,0,255
143236,0,1,1,0,1,0,255
143725,0,1,1,0,1,0,255
151106,0,0,1,1,0,0,255
151922,0,0,0,0,1,0,255
152253,1,1,0,0,0,0,255
152509,1,1,1,1,1,0,255
153081,0,1,1,0,1,0,255
154417,0,1,0,1,0,0,255
154491,0,1,1,0,1,0,255
160656,0,0,0,0,1,0,255
161187,1,1,1,1,1,0,255
161353,0,0,1,1,0,0,255
161948,0,0,0,0,1,0,255
170593,0,0,0,0,1,0,255
173294,1,1,0,0,0,0,255
174708,0,1,0,1,0,0,255
177180,0,0,0,0,1,0,255
177184,0,1,0,1,0,0,255
177897,1,0,1,0,0,0,255
190432,1,1,0,0,0,0,255
192531,1,0,0,1,1,0,255
193584,0,0,1,1,0,0,255
194905,1,1,1,1,1,0,255
198915,0,0,1,1,0,0,255
200044,1,0,1,0,0,0,255
200382,0,0,1,1,0,0,255
202251,0,1,0,1,0,0,255
210399,0,1,0,1,0,0,255
216354,0,1,0,1,0,0,255
217541,1,0,0,1,1,0,255
219301,0,0,1,1,0,0,255
223826,0,0,1,1,0,0,255
224499,0,0,0,0,1,0,255
231224,1,0,1,0,0,0,255
233660,1,0,1,0,0,0,255
238023,0,1,0,0,0,0,255
242977,0,0,0,0,1,0,255
243461,0,0,1,1,0,0,255
245850,1,1,0,0,0,0,255
246358,1,1,1,1,1,0,255
246366,1,1,1,1,1,0,255
248582,0,1,1,0,1,0,255
249712,0,0,0,0,1,0,255
249754,1,0,0,1,1,0,255
250952,0,1,1,0,1,0,255
251983,1,1,0,0,0,0,255
254401,1,0,1,0,0,0,255
257568,0,0,0,1,1,1,255
260429,0,1,1,0,1,0,255
299143,1,0,0,1,1,0,91
302878,1,1,1,1,1,0,91
319047,0,0,1,1,0,0,91
320484,1,0,1,1,0,0,91
321534,0,0,0,1,1,1,91
322778,0,1,0,1,0,0,91
331686,0,1,0,1,0,0,68
342341,0,1,1,0,1,0,68
347348,1,1,1,1,1,0,68
407494,1,0,0,1,1,0,94
411027,0,0,0,0,1,0,94
413481,1,0,1,0,0,0,94
415337,1,0,1,0,0,0,94
418456,1,1,0,0,0,0,94
430601,1,0,0,1,1,0,94
448241,1,1,0,0,0,0,94
453487,1,1,1,0,1,1,94
525226,0,0,1,1,0,0,255
529229,1,1,0,0,0,0,255
535014,1,0,1,0,0,0,255
535985,1,1,1,1,1,0,255
536487,1,0,0,1,1,0,255
539492,1,1,1,1,1,0,255
541577,1,0,0,1,1,0,255
543494,0,1,0,1,0,0,255
548143,0,0,0,0,1,0,255
550361,1,1,1,1,1,0,255
552482,0,1,0,1,0,0,255
553695,1,0,1,1,0,0,255
557920,0,1,0,1,0,0,255
559613,1,0,1,0,0,0,255
564674,0,1,0,1,0,0,255
565508,0,1,1,0,1,0,255
573726,0,1,1,0,1,0,255
577218,1,0,1,0,0,0,255
578823,1,1,0,0,0,0,255
579061,1,0,1,0,0,0,255
585311,1,1,0,0,0,0,255
586185,1,0,1,0,0,0,255
586568,1,0,1,0,0,0,255
586782,0,0,1,1,0,0,255
589352,0,1,1,0,1,0,255
601357,1,1,0,1,0,0,82
620796,0,1,0,1,0,0,82
621898,0,0,0,0,1,0,82
623137,1,1,0,0,0,0,82
628058,0,0,1,1,0,0,82
632637,1,1,1,1,1,0,82
635834,1,0,0,1,1,0,82
653207,0,0,1,1,0,0,82
709456,1,1,0,1,0,0,4
730439,1,0,1,0,0,0,180
733476,0,1,1,1,1,1,180
735382,1,0,1,1,0,0,180
738377,0,0,1,0,0,0,180
744467,1,0,0,1,1,0,180
750408,0,0,0,0,1,0,180
752328,0,1,1,1,1,1,180
753179,0,0,1,1,0,0,180
758265,1,1,1,1,1,0,180
766753,0,0,0,0,1,0,180
767646,0,0,1,1,0,0,180
769546,0,1,1,0,1,0,180
775611,0,0,1,0,0,0,180
777432,0,0,0,0,1,0,180
781216,0,1,1,1,1,1,180
798266,1,1,1,0,1,1,16
806003,0,1,1,0,1,0,16
823730,1,0,1,1,0,0,16
840936,1,0,0,0,1,1,16
850956,1,0,1,1,0,0,16
859986,1,0,0,1,1,0,175
865226,0,0,1,1,0,0,175
867153,0,1,1,0,1,0,175
867807,0,1,1,0,1,0,175
871004,0,0,1,1,0,0,175
878193,1,1,0,0,0,0,175
885165,0,0,1,1,0,0,175
889352,1,0,1,0,0,0,175
895244,0,1,1,0,1,0,175
896786,1,1,0,0,0,0,175
899367,1,1,0,0,0,0,175
906080,0,0,0,0,1,0,175
911653,1,1,1,1,1,0,175
911858,1,1,1,1,1,0,175
912374,1,0,1,0,0,0,175
913010,1,0,0,1,1,0,175
942792,1,0,0,1,1,0,98
980191,1,1,1,1,1,0,98
981350,0,0,0,0,1,0,98
989170,0,1,0,1,0,0,243
991045,0,1,1,1,1,1,243
992900,1,1,0,0,0,0,243
997375,1,1,1,1,1,0,243
998677,1,0,1,0,0,0,243
999244,1,0,0,1,1,0,243
1013304,1,0,0,1,1,0,243
1017697,1,0,1,0,0,0,243
1018257,1,0,0,1,1,0,243
1020643,1,1,0,1,0,0,243
1027490,0,1,0,1,0,0,243
1029880,1,1,0,1,0,0,243
