attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
375,1,0,1,0,0,0,83
1966,1,1,1,1,1,0,83
4120,0,0,0,0,1,0,83
4500,1,1,1,1,1,0,83
4710,1,0,1,0,0,0,83
4961,1,1,1,1,1,0,83
5490,1,1,1,1,1,0,83
7063,0,0,0,0,1,0,83
7435,1,1,1,1,1,0,83
7454,0,1,1,0,1,0,83
8971,1,0,0,1,1,0,83
10887,0,1,1,1,1,1,83
11637,0,1,0,1,0,0,83
12815,1,1,0,0,0,0,83
13846,1,1,1,1,1,0,83
15601,1,1,0,0,0,0,83
16353,1,0,0,1,1,0,83
19034,0,0,1,1,0,0,83
19203,0,0,0,0,1,0,83
19557,0,1,0,1,0,0,83
20024,1,0,1,0,0,0,83
20217,1,1,0,0,0,0,83
21229,1,0,0,1,1,0,83
21858,0,0,1,0,0,0,83
21953,0,0,1,1,0,0,83
23220,0,1,0,1,0,0,83
23410,0,1,0,1,0,0,83
25186,1,1,0,0,0,0,83
25668,0,1,1,0,1,0,83
26030,0,0,0,0,1,0,83
28029,0,0,1,1,0,0,83
28366,0,0,0,0,1,0,83
28473,0,0,1,0,0,0,83
29687,0,0,0,0,1,0,83
30591,1,0,0,1,1,0,83
31991,1,0,0,1,1,0,83
34219,1,0,0,1,1,0,83
34440,0,1,1,0,1,0,83
35040,0,1,0,1,0,0,83
35050,0,1,0,1,0,0,83
35715,0,1,1,0,1,0,83
36005,1,0,0,1,1,0,83
36060,0,1,1,1,1,1,83
36262,0,0,0,0,1,0,83
36354,1,1,1,1,1,0,83
36542,1,0,1,0,0,0,83
36642,1,0,1,0,0,0,83
37107,1,1,1,1,1,0,83
38234,0,1,1,0,1,0,83
38622,0,0,1,1,0,0,83
38869,1,0,0,1,1,0,83
39136,1,0,0,1,1,0,83
39486,0,0,0,0,1,0,83
40017,0,1,1,0,1,0,83
40981,0,1,1,0,1,0,83
41346,1,1,1,1,1,0,83
41530,1,1,1,1,1,0,83
41693,1,1,0,0,0,0,83
44060,0,1,1,0,1,0,83
45253,0,0,1,1,0,0,83
46724,0,0,0,0,1,0,83
47455,1,0,0,1,1,0,83
48083,0,1,0,1,0,0,83
50108,1,1,0,0,0,0,83
51976,1,0,1,0,0,0,83
52641,1,0,0,1,1,0,83
53290,0,0,1,1,0,0,83
55538,1,1,1,1,1,0,83
57370,0,0,1,1,0,0,83
58572,1,0,0,1,1,0,83
59050,1,0,0,1,1,0,83
59137,1,1,1,1,1,0,83
60214,0,1,1,0,1,0,83
