attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
429,1,1,0,0,0,0,160,1,9,0
463,1,0,1,0,0,0,160,1,9,0
521,0,1,1,0,1,0,160,1,9,0
522,1,0,1,0,0,0,160,1,9,0
858,0,1,1,0,1,0,160,1,9,0
1148,1,1,1,1,1,0,160,1,9,0
1150,0,0,0,0,1,0,160,1,9,0
1282,0,1,0,1,0,0,160,1,9,0
1368,0,1,1,0,1,0,160,1,9,0
1376,0,0,1,1,0,0,160,1,9,0
2452,1,0,1,0,0,0,160,1,9,0
2555,0,0,1,1,0,0,160,1,9,0
3111,0,0,1,1,0,0,160,1,9,0
3303,0,0,1,1,0,0,160,1,9,0
3828,1,0,1,0,0,0,160,1,9,0
3846,0,0,1,1,0,0,160,1,9,0
4086,1,1,0,0,0,0,160,1,9,0
4179,0,0,0,0,1,0,160,1,9,0
4313,0,1,1,0,1,0,160,1,9,0
4529,1,1,0,0,0,0,160,1,9,0
4562,0,1,1,0,1,0,160,1,9,0
4606,0,0,0,0,1,0,160,1,9,0
4883,1,0,0,1,1,0,160,1,9,0
5025,0,0,1,1,0,0,160,1,9,0
5088,0,1,0,1,0,0,160,1,9,0
5341,1,1,1,1,1,0,160,1,9,0
5695,0,0,1,1,0,0,160,1,9,0
5741,1,1,0,0,0,0,160,1,9,0
5801,1,0,1,0,0,0,160,1,9,0
6362,0,1,1,0,1,0,160,1,9,0
6605,0,0,1,1,0,0,160,1,9,0
6682,0,1,0,1,0,0,160,1,9,0
6951,1,0,1,0,0,0,160,1,9,0
6959,1,0,1,0,0,0,160,1,9,0
7375,1,0,1,0,0,0,160,1,9,0
7695,1,0,1,0,0,0,160,1,9,0
7904,0,1,1,0,1,0,160,1,9,0
8504,0,1,0,1,0,0,160,1,9,0
8642,1,1,0,0,0,0,160,1,9,0
8788,0,0,0,0,1,0,160,1,9,0
8794,0,0,0,0,1,0,160,1,9,0
8989,0,0,0,0,1,0,160,1,9,0
9027,0,1,1,0,1,0,160,1,9,0
9079,1,1,1,1,1,0,160,1,9,0
9498,1,0,0,1,1,0,160,1,9,0
9504,0,0,0,0,1,0,160,1,9,0
9796,0,1,1,0,1,0,160,1,9,0
9997,1,1,0,0,0,0,160,1,9,0
10064,1,0,0,1,1,0,160,1,9,0
10286,1,0,1,0,0,0,160,1,9,0
10457,0,1,0,1,0,0,160,1,9,0
10521,1,0,0,1,1,0,160,1,9,0
10524,0,0,0,0,1,0,160,1,9,0
10665,1,1,1,0,1,1,160,1,9,0
10685,0,0,0,0,1,0,160,1,9,0
11027,0,0,1,1,0,0,160,1,9,0
11086,1,1,0,0,0,0,160,1,9,0
11107,1,0,0,0,1,1,160,1,9,0
11269,1,1,0,0,0,0,160,1,9,0
11359,1,0,1,0,0,0,160,1,9,0
11456,0,1,1,0,1,0,160,1,9,0
11586,0,0,1,1,0,0,160,1,9,0
11628,0,0,0,0,1,0,160,1,9,0
11934,0,0,1,1,0,0,160,1,9,0
12011,0,0,1,1,0,0,160,1,9,0
12289,1,1,1,1,1,0,160,1,9,0
12429,0,1,1,0,1,0,160,1,9,0
12483,1,0,1,0,0,0,160,1,9,0
12546,1,1,0,0,0,0,160,1,9,0
12605,1,1,0,0,0,0,160,1,9,0
12745,0,1,1,0,1,0,160,1,9,0
12813,0,0,0,0,1,0,160,1,9,0
13028,0,0,1,1,0,0,160,1,9,0
13080,1,0,1,0,0,0,160,1,9,0
13175,0,0,0,0,1,0,160,1,9,0
13346,1,1,1,0,1,1,160,1,9,0
13385,0,1,0,1,0,0,160,1,9,0
13521,0,0,0,0,1,0,160,1,9,0
13702,0,1,1,0,1,0,160,1,9,0
14023,1,0,0,1,1,0,160,1,9,0
14199,1,1,0,0,0,0,160,1,9,0
14420,1,0,0,1,1,0,160,1,9,0
15091,1,0,0,1,1,0,160,1,9,0
15097,0,1,0,1,0,0,160,1,9,0
15106,0,0,0,0,1,0,160,1,9,0
15287,0,1,0,1,0,0,160,1,9,0
15433,0,0,1,1,0,0,160,1,9,0
15443,1,1,0,0,0,0,160,1,9,0
16084,0,0,1,1,0,0,160,1,9,0
16254,1,1,0,0,0,0,160,1,9,0
16410,1,0,1,0,0,0,160,1,9,0
16500,0,0,1,1,0,0,160,1,9,0
16583,0,0,0,0,1,0,160,1,9,0
16612,1,0,1,0,0,0,160,1,9,0
16722,0,0,0,0,1,0,160,1,9,0
16741,1,1,0,0,0,0,160,1,9,0
16785,0,0,0,0,1,0,160,1,9,0
16908,1,0,1,0,0,0,160,1,9,0
17019,1,1,1,1,1,0,160,1,9,0
17068,1,0,0,1,1,0,160,1,9,0
17131,1,1,0,0,0,0,160,1,9,0
17230,0,1,0,1,0,0,160,1,9,0
17437,1,1,1,1,1,0,160,1,9,0
17605,1,1,1,1,1,0,160,1,9,0
17637,1,1,1,1,1,0,160,1,9,0
18259,1,0,1,0,0,0,160,1,9,0
18277,0,1,1,0,1,0,160,1,9,0
18533,0,1,1,0,1,0,160,1,9,0
18661,0,1,1,0,1,0,160,1,9,0
18909,0,1,0,1,0,0,160,1,9,0
19062,1,0,1,0,0,0,160,1,9,0
19082,0,0,0,0,1,0,160,1,9,0
19278,0,1,0,1,0,0,160,1,9,0
19390,0,1,0,1,0,0,160,1,9,0
19892,0,0,0,0,1,0,160,1,9,0
20019,1,1,1,1,1,0,160,1,9,0
20063,0,0,1,1,0,0,160,1,9,0
20237,0,0,0,0,1,0,160,1,9,0
20311,1,0,1,0,0,0,160,1,9,0
20655,1,0,1,0,0,0,160,1,9,0
20660,1,1,0,0,0,0,160,1,9,0
20744,0,0,0,0,1,0,160,1,9,0
20760,0,1,1,0,1,0,160,1,9,0
20898,0,0,0,0,1,0,160,1,9,0
21055,1,1,0,0,0,0,160,1,9,0
21103,0,1,1,0,1,0,160,1,9,0
21704,1,1,0,0,0,0,160,1,9,0
21882,1,0,0,1,1,0,160,1,9,0
21996,1,0,1,0,0,0,160,1,9,0
22189,1,1,1,1,1,0,160,1,9,0
22194,0,1,1,0,1,0,160,1,9,0
22289,1,1,0,0,0,0,160,1,9,0
22307,1,1,1,1,1,0,160,1,9,0
22819,1,1,0,0,0,0,160,1,9,0
22887,0,1,1,0,1,0,160,1,9,0
22963,1,0,0,1,1,0,160,1,9,0
23248,0,0,1,1,0,0,160,1,9,0
23546,0,0,0,0,1,0,160,1,9,0
23594,1,0,1,0,0,0,160,1,9,0
23658,1,0,1,0,0,0,160,1,9,0
23749,1,1,1,1,1,0,160,1,9,0
24007,1,1,1,1,1,0,160,1,9,0
24248,1,1,0,0,0,0,160,1,9,0
24461,0,0,1,1,0,0,160,1,9,0
24513,1,0,1,0,0,0,160,1,9,0
24737,1,1,1,1,1,0,160,1,9,0
24837,0,0,1,1,0,0,160,1,9,0
24915,0,1,1,0,1,0,160,1,9,0
25044,1,0,1,0,0,0,160,1,9,0
25069,0,0,0,0,1,0,160,1,9,0
25279,1,0,0,1,1,0,160,1,9,0
25418,0,1,1,0,1,0,160,1,9,0
25609,0,1,1,0,1,0,160,1,9,0
26247,1,0,0,1,1,0,160,1,9,0
26387,1,0,0,1,1,0,160,1,9,0
26440,0,1,1,0,1,0,160,1,9,0
26572,1,1,0,0,0,0,160,1,9,0
26642,1,0,1,0,0,0,160,1,9,0
26810,1,1,1,1,1,0,160,1,9,0
26841,1,0,1,0,0,0,160,1,9,0
26857,1,0,0,1,1,0,160,1,9,0
26948,0,1,0,1,0,0,160,1,9,0
26958,1,1,0,0,0,0,160,1,9,0
27112,0,0,0,0,1,0,160,1,9,0
27295,0,0,1,1,0,0,160,1,9,0
27551,1,0,0,1,1,0,160,1,9,0
27740,0,0,1,1,0,0,160,1,9,0
27872,0,0,1,1,0,0,160,1,9,0
28007,1,0,0,1,1,0,160,1,9,0
28608,0,0,0,0,1,0,160,1,9,0
28944,0,0,1,1,0,0,160,1,9,0
29028,0,1,0,1,0,0,160,1,9,0
29374,1,1,0,1,0,0,160,1,9,0
29376,0,1,0,1,0,0,160,1,9,0
29662,0,0,0,0,1,0,160,1,9,0
29758,1,1,1,1,1,0,160,1,9,0
29939,0,0,0,0,1,0,160,1,9,0
30283,1,0,0,1,1,0,160,1,9,0
30356,0,1,1,0,1,0,160,1,9,0
30504,0,1,0,1,0,0,160,1,9,0
30520,1,0,1,0,0,0,160,1,9,0
30567,0,1,1,0,1,0,160,1,9,0
30656,0,1,0,1,0,0,160,1,9,0
31182,1,0,1,0,0,0,160,1,9,0
31234,1,0,1,0,0,0,160,1,9,0
32072,0,1,0,1,0,0,160,1,9,0
32094,1,0,1,0,0,0,160,1,9,0
