attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
5399,0,1,0,1,0,0,20,1,9,0
77296,0,1,1,0,1,0,99,1,9,0
107496,1,0,0,0,1,1,99,1,9,0
117532,0,0,1,0,0,0,99,1,9,0
173519,1,0,1,0,0,0,43,1,9,0
173965,0,1,0,1,0,0,43,1,9,0
174125,0,0,1,1,0,0,43,1,9,0
207612,1,1,1,1,1,0,117,1,9,0
215145,0,1,0,1,0,0,117,1,9,0
218825,1,1,1,1,1,0,117,1,9,0
223502,1,0,0,1,1,0,117,1,9,0
231918,0,1,1,0,1,0,117,1,9,0
248095,0,1,0,1,0,0,117,1,9,0
255931,1,0,0,1,1,0,117,1,9,0
267515,1,0,0,1,1,0,119,1,9,0
277928,1,0,0,1,1,0,119,1,9,0
288382,0,0,0,1,1,1,119,1,9,0
310848,0,0,1,1,0,0,119,1,9,0
329271,1,0,1,0,0,0,255,2,12,0
330421,1,0,1,0,0,0,255,2,12,0
332374,0,1,0,1,0,0,255,2,12,0
335468,0,0,1,1,0,0,255,2,12,0
336166,1,1,0,0,0,0,255,2,12,0
337517,0,0,0,0,1,0,255,2,12,0
344142,1,0,0,1,1,0,255,2,12,0
344321,1,0,0,1,1,0,255,2,12,0
347492,1,1,1,1,1,0,255,2,12,0
348124,0,0,0,0,1,0,255,2,12,0
352736,1,0,1,0,0,0,255,2,12,0
357477,0,0,1,1,0,0,255,2,12,0
359057,0,0,0,1,1,1,255,2,12,0
361489,0,0,1,1,0,0,255,2,12,0
361787,1,1,1,1,1,0,255,2,12,0
362331,0,1,0,1,0,0,255,2,12,0
362979,1,0,1,0,0,0,255,2,12,0
371591,0,1,1,0,1,0,255,2,12,0
375725,1,1,0,0,0,0,255,2,12,0
376768,1,0,0,1,1,0,255,2,12,0
377983,1,1,0,0,0,0,255,2,12,0
381391,1,1,1,1,1,0,255,2,12,0
381469,0,1,1,0,1,0,255,2,12,0
381922,0,0,0,0,1,0,255,2,12,0
383163,1,0,1,1,0,0,255,2,12,0
384987,1,0,0,1,1,0,255,2,12,0
390496,0,1,1,0,1,0,255,2,12,0
391740,0,0,0,0,1,0,255,2,12,0
404551,0,0,0,0,1,0,15,2,12,0
411456,1,1,1,0,1,1,15,2,12,0
481440,1,0,0,0,1,1,157,2,12,0
489204,0,0,0,0,1,0,157,2,12,0
492799,1,0,0,1,1,0,157,2,12,0
503964,1,1,1,1,1,0,157,2,12,0
529047,0,1,0,1,0,0,4,2,12,0
558676,1,0,0,1,1,0,4,2,12,0
587839,0,0,0,0,1,0,4,2,12,0
603247,1,1,1,1,1,0,169,3,12,0
621362,1,1,1,1,1,0,169,3,12,0
633894,1,0,0,0,1,1,169,3,12,0
640407,1,0,0,1,1,0,169,3,12,0
642412,0,0,0,0,1,0,169,3,12,0
646811,0,1,1,0,1,0,169,3,12,0
665048,0,0,0,0,1,0,157,3,12,0
667685,1,1,0,0,0,0,157,3,12,0
686088,0,0,1,1,0,0,157,3,12,0
696605,1,1,0,0,0,0,157,3,12,0
710589,0,1,1,0,1,0,157,3,12,0
711962,1,1,1,1,1,0,157,3,12,0
715541,0,0,0,0,1,0,157,3,12,0
718152,0,0,0,0,1,0,157,3,12,0
737441,0,0,0,1,1,1,25,3,12,0
792272,1,0,1,0,0,0,145,3,12,0
796531,0,0,1,1,0,0,145,3,12,0
797222,0,0,0,0,1,0,145,3,12,0
816468,1,1,0,0,0,0,145,3,12,0
825097,0,1,0,1,0,0,145,3,12,0
837591,1,1,0,0,0,0,145,3,12,0
838237,1,0,0,1,1,0,145,3,12,0
845404,0,1,1,0,1,0,145,3,12,0
847094,1,1,0,0,0,0,145,3,12,0
896448,1,0,0,1,1,0,14,3,12,0
919876,0,1,1,0,1,0,207,3,12,0
935477,0,1,1,1,1,1,207,3,12,0
939186,0,0,1,1,0,0,207,3,12,0
941694,0,0,0,0,1,0,207,3,12,0
954372,0,0,1,1,0,0,207,3,12,0
959322,0,1,1,0,1,0,207,3,12,0
962112,1,0,0,1,1,0,207,3,12,0
