attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
228,0,1,0,1,0,0,178
5340,1,1,1,0,1,1,178
7717,0,1,1,0,1,0,178
8038,1,0,1,0,0,0,178
10232,0,0,1,1,0,0,178
14037,0,1,1,0,1,0,178
18161,0,1,0,1,0,0,178
21008,1,0,0,1,1,0,178
21664,0,1,0,1,0,0,178
36265,1,1,0,0,0,0,178
42096,0,1,0,1,0,0,178
47831,0,1,1,0,1,0,178
60804,0,0,1,1,0,0,178
62331,1,1,1,1,1,0,178
66631,1,0,1,0,0,0,98
86047,1,1,0,0,0,0,98
95102,1,1,1,0,1,1,98
112917,1,0,0,1,1,0,98
118023,0,0,1,1,0,0,98
129398,0,0,0,0,1,0,98
135523,1,0,0,1,1,0,137
140042,1,0,1,0,0,0,137
142950,0,0,1,1,0,0,137
149555,0,1,1,0,1,0,137
150217,0,1,0,1,0,0,137
158207,0,0,1,1,0,0,137
162346,0,0,1,1,0,0,137
169380,1,1,0,0,0,0,137
175293,1,1,0,0,0,0,137
182768,0,0,1,1,0,0,137
185227,0,0,1,1,0,0,137
186217,0,1,0,1,0,0,137
196330,1,0,1,0,0,0,137
199702,0,0,1,1,0,0,95
207960,0,0,1,1,0,0,95
213870,0,0,0,0,1,0,95
264646,1,1,0,0,0,0,122
270887,0,1,0,1,0,0,122
272370,1,0,0,1,1,0,122
273042,1,0,0,1,1,0,122
301815,1,0,0,1,1,0,122
311709,1,0,0,1,1,0,122
312423,0,1,0,1,0,0,122
318421,1,0,0,0,1,1,122
318936,1,1,1,0,1,1,122
333196,0,1,0,1,0,0,132
354089,1,0,0,1,1,0,132
355845,0,1,1,1,1,1,132
370179,1,1,1,1,1,0,132
390138,1,1,0,0,0,0,132
392302,1,1,1,1,1,0,132
393810,1,0,0,1,1,0,124
397834,1,1,0,0,0,0,124
399724,1,0,0,1,1,0,124
409126,1,1,1,1,1,0,124
414978,0,0,1,1,0,0,124
424137,1,0,1,0,0,0,124
434467,0,1,0,1,0,0,124
444561,0,0,0,0,1,0,124
451443,1,0,1,0,0,0,124
