attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
276,0,0,1,1,0,0,147,1,9,0
697,0,1,0,1,0,0,147,1,9,0
2397,0,0,1,1,0,0,147,1,9,0
3004,1,0,0,1,1,0,147,1,9,0
3390,0,1,1,1,1,1,147,1,9,0
3455,1,1,1,1,1,0,147,1,9,0
3689,1,1,0,0,0,0,147,1,9,0
4737,0,1,0,1,0,0,147,1,9,0
5053,0,1,1,0,1,0,147,1,9,0
5912,0,1,0,0,0,0,147,1,9,0
6941,0,1,0,1,0,0,147,1,9,0
8000,1,1,1,1,1,0,147,1,9,0
8832,0,1,1,0,1,0,147,1,9,0
9453,1,0,1,0,0,0,147,1,9,0
9621,1,1,1,1,1,0,147,1,9,0
9842,0,0,0,0,1,0,147,1,9,0
10075,1,1,0,0,0,0,147,1,9,0
10281,1,1,0,0,0,0,147,1,9,0
12437,1,0,0,1,1,0,147,1,9,0
12519,0,1,0,1,0,0,147,1,9,0
12984,0,1,1,0,1,0,147,1,9,0
13539,0,0,1,1,0,0,147,1,9,0
13681,0,0,0,0,1,0,147,1,9,0
13893,1,1,1,1,1,0,147,1,9,0
14402,0,0,1,1,0,0,147,1,9,0
14805,0,0,1,1,0,0,147,1,9,0
15024,1,1,0,0,0,0,147,1,9,0
15220,1,1,0,0,0,0,147,1,9,0
15810,0,0,1,1,0,0,147,1,9,0
16324,1,1,0,0,0,0,147,1,9,0
17177,0,0,0,0,1,0,147,1,9,0
17405,0,0,0,0,1,0,147,1,9,0
17523,0,0,1,0,0,0,147,1,9,0
19987,1,1,1,1,1,0,147,1,9,0
20588,1,0,1,0,0,0,147,1,9,0
20664,1,0,0,1,1,0,147,1,9,0
21853,1,1,0,0,0,0,147,1,9,0
21926,0,0,1,1,0,0,147,1,9,0
22874,0,1,0,1,0,0,147,1,9,0
23956,0,1,0,1,0,0,147,1,9,0
24339,0,0,1,1,0,0,147,1,9,0
24697,0,1,0,1,0,0,147,1,9,0
24858,1,0,0,1,1,0,147,1,9,0
25541,0,0,0,0,1,0,147,1,9,0
26477,0,0,1,1,0,0,147,1,9,0
26519,1,0,1,0,0,0,147,1,9,0
26597,0,0,1,1,0,0,147,1,9,0
26995,1,1,0,0,0,0,147,1,9,0
27892,1,0,0,1,1,0,147,1,9,0
29665,1,0,0,1,1,0,147,1,9,0
30153,1,1,1,1,1,0,147,1,9,0
30549,0,1,0,1,0,0,147,1,9,0
30735,0,0,0,0,1,0,147,1,9,0
30805,0,1,1,0,1,0,147,1,9,0
30857,0,1,1,0,1,0,147,1,9,0
32119,1,0,0,1,1,0,147,1,9,0
32776,1,0,1,0,0,0,147,1,9,0
33769,0,1,0,1,0,0,147,1,9,0
34151,0,1,1,0,1,0,147,1,9,0
34534,1,0,0,1,1,0,147,1,9,0
34831,0,1,1,0,1,0,147,1,9,0
34958,0,0,0,0,1,0,147,1,9,0
35136,0,0,0,0,1,0,147,1,9,0
36128,1,0,1,0,0,0,147,1,9,0
36312,1,0,1,0,0,0,147,1,9,0
36525,1,0,1,0,0,0,147,1,9,0
36600,1,1,0,0,0,0,147,1,9,0
