attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
398,0,0,0,0,1,0,109,1,9,0
581,0,1,0,1,0,0,109,1,9,0
599,1,1,0,0,0,0,109,1,9,0
714,1,0,1,0,0,0,109,1,9,0
980,1,1,1,1,1,0,109,1,9,0
2972,0,1,1,0,1,0,109,1,9,0
3093,1,0,0,1,1,0,109,1,9,0
3323,0,1,0,1,0,0,109,1,9,0
3819,0,1,0,1,0,0,109,1,9,0
3884,1,0,1,0,0,0,109,1,9,0
4185,1,1,1,1,1,0,109,1,9,0
4625,1,0,0,1,1,0,109,1,9,0
4998,1,1,1,1,1,0,109,1,9,0
6594,0,0,0,0,1,0,109,1,9,0
6674,0,1,0,1,0,0,109,1,9,0
8622,1,0,1,0,0,0,109,1,9,0
8929,1,1,1,1,1,0,109,1,9,0
8990,0,0,1,1,0,0,109,1,9,0
9142,0,0,1,1,0,0,109,1,9,0
9360,0,0,0,0,1,0,109,1,9,0
9568,1,1,1,1,1,0,109,1,9,0
10734,0,0,0,0,1,0,109,1,9,0
10996,0,0,1,1,0,0,109,1,9,0
11238,1,1,0,0,0,0,109,1,9,0
11280,0,1,1,0,1,0,109,1,9,0
11597,1,0,0,1,1,0,109,1,9,0
11661,0,1,0,1,0,0,109,1,9,0
11930,1,0,1,0,0,0,109,1,9,0
12265,1,1,1,1,1,0,109,1,9,0
12271,1,1,0,0,0,0,109,1,9,0
12344,1,1,0,0,0,0,109,1,9,0
12713,0,1,1,0,1,0,109,1,9,0
12783,1,1,1,1,1,0,109,1,9,0
13064,0,1,1,0,1,0,109,1,9,0
14022,0,0,0,0,1,0,109,1,9,0
14607,0,1,0,1,0,0,109,1,9,0
14691,1,1,1,1,1,0,109,1,9,0
15477,0,1,1,0,1,0,109,1,9,0
17502,1,0,0,1,1,0,109,1,9,0
17503,0,1,1,0,1,0,109,1,9,0
18219,0,1,1,0,1,0,109,1,9,0
18790,0,1,0,1,0,0,109,1,9,0
18950,1,0,0,1,1,0,109,1,9,0
19256,0,1,0,1,0,0,109,1,9,0
19390,0,1,1,0,1,0,109,1,9,0
20179,0,1,0,1,0,0,109,1,9,0
20221,1,0,1,0,0,0,109,1,9,0
20712,1,1,1,1,1,0,109,1,9,0
20979,0,0,0,0,1,0,109,1,9,0
21623,1,0,0,1,1,0,109,1,9,0
22838,0,1,1,0,1,0,109,1,9,0
22992,0,0,1,1,0,0,109,1,9,0
23454,1,0,1,0,0,0,109,1,9,0
23713,0,0,0,0,1,0,109,1,9,0
23735,0,1,0,1,0,0,109,1,9,0
23870,1,1,1,1,1,0,109,1,9,0
24212,1,1,1,1,1,0,109,1,9,0
24997,0,1,0,0,0,0,109,1,9,0
25064,1,1,0,1,0,0,109,1,9,0
25250,1,1,1,1,1,0,109,1,9,0
25408,1,1,1,1,1,0,109,1,9,0
25889,1,1,0,0,0,0,109,1,9,0
26199,0,1,0,1,0,0,109,1,9,0
26854,1,0,1,0,0,0,109,1,9,0
26938,0,0,0,0,1,0,109,1,9,0
27145,0,1,0,1,0,0,109,1,9,0
27293,1,1,0,0,0,0,109,1,9,0
27397,1,1,1,1,1,0,109,1,9,0
30351,1,0,0,1,1,0,109,1,9,0
