attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
54,1,1,1,1,1,0,107
67,1,1,1,1,1,0,107
100,1,0,1,0,0,0,107
230,0,0,1,1,0,0,107
242,1,0,1,0,0,0,107
404,0,0,1,1,0,0,107
458,1,0,1,0,0,0,107
514,0,0,1,1,0,0,107
598,1,0,0,1,1,0,107
688,1,0,0,1,1,0,107
720,1,1,1,1,1,0,107
749,0,1,1,0,1,0,107
854,0,0,1,1,0,0,107
1102,0,1,0,1,0,0,107
1205,0,1,1,0,1,0,107
1585,0,1,1,0,1,0,107
1659,0,1,1,0,1,0,107
1979,1,1,1,1,1,0,107
1986,0,1,0,1,0,0,107
2178,1,0,1,0,0,0,107
2409,1,1,0,0,0,0,107
2414,0,0,1,1,0,0,107
2594,1,0,1,0,0,0,107
3059,1,1,0,0,0,0,107
3205,0,0,1,1,0,0,107
3241,1,0,1,0,0,0,107
3275,1,1,0,0,0,0,107
3367,1,0,1,0,0,0,107
3726,0,1,1,0,1,0,107
3888,0,1,1,0,1,0,107
3941,1,1,1,1,1,0,107
4206,1,1,0,0,0,0,107
4329,1,1,1,1,1,0,107
4460,0,1,0,1,0,0,107
4488,1,0,0,1,1,0,107
4624,1,1,0,0,0,0,107
4640,1,0,0,1,1,0,107
4773,1,0,1,0,0,0,107
4986,1,0,0,1,1,0,107
5108,1,0,0,1,1,0,107
5112,0,1,1,0,1,0,107
5155,1,0,0,1,1,0,107
5248,0,1,1,0,1,0,107
5388,1,1,0,0,0,0,107
5435,1,1,1,1,1,0,107
5707,0,1,0,1,0,0,107
5723,0,0,0,0,1,0,107
6303,1,1,0,0,0,0,107
6647,1,1,0,0,0,0,107
6859,0,0,0,0,1,0,107
7141,1,1,1,1,1,0,107
7146,0,0,1,1,0,0,107
7965,1,0,0,1,1,0,107
8158,1,0,1,0,0,0,107
8479,0,1,0,1,0,0,107
8622,1,1,1,1,1,0,107
8628,1,1,0,0,0,0,107
8693,0,1,0,1,0,0,107
8815,0,1,1,0,1,0,107
9024,0,1,0,1,0,0,107
9115,1,0,1,0,0,0,107
9150,1,1,1,1,1,0,107
9265,1,1,0,0,0,0,107
9279,1,0,1,0,0,0,107
9428,1,1,1,1,1,0,107
9643,0,0,1,1,0,0,107
9691,1,0,1,0,0,0,107
10151,0,1,0,1,0,0,107
10171,1,1,1,1,1,0,107
10296,0,1,1,0,1,0,107
10616,1,0,1,0,0,0,107
10650,0,0,0,0,1,0,107
11253,0,1,0,1,0,0,107
11432,1,0,0,1,1,0,107
11446,1,1,0,0,0,0,107
