water,water_name,distance_m,turb,turb_name,lam_nm,sigma2_s,sigma2_ho,sigma2_h,cv_h,L_dB,nbar,e_pol_pct,p_click,sift_eff,qber_pct,skr_bps,qber_win_std_pct,qber_win_p90_pct,outage,skr_outage_bps,secure_mean,secure_outage
clear_ocean,Clear ocean,10.0,5,SEVERE,450,0.0001,0.8057857485231731,0.8059663270980253,0.8977562737725787,-4.738044223944001,0.006045999162864238,2.079384560219974,0.006040680527801046,0.003020340263900523,2.1825403123282365,21047.51203457826,1.6995472686141766,4.285714285714286,0.00225,21623.321994524496,True,True
clear_ocean,Clear ocean,15.0,5,SEVERE,450,0.0001,1.7473088953527733,1.7475836262423088,1.3219620366116074,-7.107066335916001,0.003504014313245592,2.504362116840387,0.0035108369467927725,0.0017554184733963862,2.680262388306994,11301.576019231577,12.221410539714142,8.909090909090892,0.08475,11556.559721809457,True,True
clear_ocean,Clear ocean,20.0,5,SEVERE,450,0.00012006806434905532,2.9995847051004945,3.000064927494236,1.7320695504206047,-9.476088447888001,0.0020307836598530598,2.867501363229632,0.002041696640462165,0.0010208483202310825,3.167642968937101,6069.338806566653,17.534656875644693,33.33333333333333,0.15975,6312.312427226048,True,False
clear_ocean,Clear ocean,25.0,5,SEVERE,450,0.0003332138404455216,4.537799847512712,4.53964511906752,2.130644296701709,-11.845110559860004,0.0011769593113637306,3.1778003665860233,0.001189251674930225,0.0005946258374651126,3.689666106451924,3236.216440393068,22.569559880605567,50.0,0.26325,3491.199563480213,True,False
clear_ocean,Clear ocean,30.0,5,SEVERE,450,0.0009247376816342181,5.0,5.005548426089804,2.2373082992939985,-14.610785142785428,0.0006225783165887754,3.442947889034652,0.0006353764639221993,0.00031768823196109963,4.395563493639661,1523.9914515070188,25.762934498110674,50.0,0.3485,1834.107977799651,True,False
clear_ocean,Clear ocean,35.0,5,SEVERE,450,0.002566339317391107,5.0,5.015398035904347,2.2395084362208477,-18.318743047369693,0.00026509296361225203,3.669513904072409,0.00027805438382544345,0.00013902719191272173,5.835669154691107,498.03221365042305,28.121791228920028,50.0,0.44725,805.761834368223,True,False
clear_ocean,Clear ocean,40.0,5,SEVERE,450,0.007122125141854652,5.0,5.042732750851128,2.245602981573352,-21.847604098895424,0.00011762837440353638,3.8631123910431304,0.00013061992737861683,6.530996368930841e-05,8.454949624129844,107.09504699044388,30.253708571128936,50.0,0.531,387.69951161992856,True,False
clear_ocean,Clear ocean,45.0,5,SEVERE,450,0.019765377942229382,5.0,5.118592267653376,2.2624306105720406,-25.239676659815053,5.3864773640578125e-05,4.028540441455307,6.686262273658539e-05,3.343131136829269e-05,12.966744937155411,0.0,30.348545251527305,50.0,0.6225,209.6585529986938,False,False
clear_ocean,Clear ocean,50.0,5,SEVERE,450,0.054853032966707224,5.0,5.329118197800243,2.3084882927578914,-28.523848583000557,2.52864374461462e-05,4.169897123996493,3.828578902742574e-05,1.914289451371287e-05,19.731616583077386,0.0,30.10337250232546,66.66666666666666,0.69675,113.0542788948297,False,False
clear_ocean,Clear ocean,55.0,5,SEVERE,450,0.1522285703031335,5.0,5.9133714218188,2.431742466179098,-31.720724398137058,1.2111559450616787e-05,4.290685053548121,2.5111328656790555e-05,1.2555664328395277e-05,27.954178849136905,0.0,28.600500056228263,100.0,0.766,69.74037954260149,False,False
clear_ocean,Clear ocean,60.0,5,SEVERE,450,0.4224659305639694,5.0,7.534795583383815,2.744958211591538,-34.845517727897054,5.898216806759988e-06,4.393897180934588,1.889812273581093e-05,9.449061367905465e-06,35.76630817883178,0.0,27.325440650991034,100.0,0.8105,49.199999995935514,False,False
clear_ocean,Clear ocean,65.0,5,SEVERE,450,1.172430787019004,5.0,12.034584722114024,3.469089898246228,-37.90978196505329,2.9126902939607356e-06,4.4820909539314755,1.5912648187232925e-05,7.956324093616463e-06,41.66842099468134,0.0,26.19343523300362,100.0,0.84525,36.949999996947504,False,False
clear_ocean,Clear ocean,70.0,5,SEVERE,450,3.2537391796659016,5.0,24.522435077995407,4.952013234836454,-40.92249774445332,1.4555352602474559e-06,4.55745168713584,1.4455515279010456e-05,7.227757639505228e-06,45.424428955031296,0.0,25.66239516787774,100.0,0.85375,32.699999997298605,False,False
clear_ocean,Clear ocean,75.0,5,SEVERE,450,9.029802668531707,5.0,59.178816011190236,7.692776872572754,-43.89078432397418,7.348421729248967e-07,4.621846710912631,1.3734832350009718e-05,6.867416175004859e-06,47.57220983708754,0.0,25.195959773124123,100.0,0.868,29.349999997575352,False,False
clear_ocean,Clear ocean,80.0,5,SEVERE,450,25.05957968056761,5.0,155.35747808340565,12.464247995102058,-46.82038090795105,3.74312572294965e-07,4.6768716411500835,1.3374307636149219e-05,6.687153818074609e-06,48.73154029782707,0.0,25.093408050804232,100.0,0.8705,28.849999997616656,False,False
coastal,Coastal,2.0,1,VERYWEAK,450,0.0001,9.031337198574027e-05,0.00019032240332306216,0.013795738592879402,-3.232280111013143,0.008551543200051373,2.5293176658848098,0.008527972063457012,0.004263986031728506,2.601714579393616,27800.614532604643,1.1044978041042604,4.032619702010704,0.0,28275.86119079862,True,True
coastal,Coastal,4.0,1,VERYWEAK,450,0.00011203997548518868,0.0005018477130812882,0.0006139439155721238,0.024777891669230532,-6.464560222026286,0.004062716172352494,3.4739322009727784,0.004067421797796844,0.002033710898898422,3.622680478399798,11196.948226524108,1.8757517345855363,6.122448979591836,0.0005,11596.517258712238,True,True
coastal,Coastal,6.0,1,VERYWEAK,450,0.00020854331363147485,0.0013447476882720874,0.0015535714400425338,0.0394153706064339,-9.696840333039429,0.001930138492078873,4.057392812070349,0.001941251905035024,0.000970625952517512,4.365109497883406,4682.51520817758,2.963881705195509,8.333333333333332,0.02525,5032.597517272319,True,True
coastal,Coastal,8.0,1,VERYWEAK,450,0.0003881678255645899,0.002651394244412155,0.0030405912559152704,0.05514155652423379,-12.929120444052572,0.0009169812609496943,4.417779268193053,0.0009295490468193002,0.0004647745234096501,5.055315835707633,1963.7457668842442,4.608416182234891,11.11111111111111,0.11525,2400.911602358603,True,False
coastal,Coastal,10.0,1,VERYWEAK,450,0.0007225082318860842,0.0044256157237324515,0.005151321499409889,0.0717727072041308,-16.161400555065715,0.00043564471481382733,4.64037938084224,0.00044854417328565876,0.00022427208664282938,5.955080089678546,781.9955907922395,7.26244504126317,16.666666666666664,0.23225,1228.4293042441436,True,False
coastal,Coastal,13.0,1,VERYWEAK,450,0.0018347533816022049,0.007948582324070108,0.009797919393970345,0.09898444016091794,-21.009820721585427,0.00014265612826419238,4.825425839464577,0.00015564409896517972,7.782204948258986e-05,8.598639319760695,119.9563183650435,17.52502275208095,33.33333333333333,0.30375,512.457601742603,True,False
