attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
308,0,0,0,0,1,0,114
1357,0,0,0,0,1,0,114
1581,1,1,1,1,1,0,114
1596,1,1,0,0,0,0,114
1727,1,1,0,0,0,0,114
1759,1,0,1,0,0,0,114
1898,0,1,1,0,1,0,114
2004,1,0,1,0,0,0,114
2838,1,0,1,0,0,0,114
3600,1,0,1,0,0,0,114
3943,0,0,0,0,1,0,114
3981,1,1,1,1,1,0,114
4290,0,0,1,1,0,0,114
4633,1,0,0,1,1,0,114
4984,1,1,0,0,0,0,114
5331,0,0,0,0,1,0,114
5499,0,1,1,0,1,0,114
5637,1,0,1,0,0,0,114
5644,1,0,0,1,1,0,114
5831,1,0,1,0,0,0,114
6591,1,0,1,0,0,0,114
6922,1,0,0,1,1,0,114
6949,0,0,1,1,0,0,114
7038,0,1,1,0,1,0,114
7672,1,1,1,1,1,0,114
7752,0,0,1,1,0,0,114
7774,0,0,0,0,1,0,114
8288,1,1,0,0,0,0,114
9660,1,1,0,0,0,0,114
9678,1,1,1,1,1,0,114
9746,0,1,0,1,0,0,114
10815,0,0,1,1,0,0,114
11061,0,0,0,0,1,0,114
11358,0,0,0,0,1,0,114
11488,1,1,0,1,0,0,114
11601,1,1,1,1,1,0,114
12002,0,0,0,0,1,0,114
12115,1,1,0,0,0,0,114
12630,0,1,0,1,0,0,114
13142,1,0,1,0,0,0,114
13597,1,0,0,1,1,0,114
14255,0,1,0,1,0,0,114
14666,1,1,0,0,0,0,114
14766,0,1,0,1,0,0,114
14860,0,0,1,1,0,0,114
15566,0,0,0,0,1,0,114
15568,1,1,1,1,1,0,114
15599,0,0,0,0,1,0,114
16168,0,0,1,1,0,0,114
16196,1,0,1,0,0,0,114
16427,1,1,0,0,0,0,114
16732,0,0,0,0,1,0,114
16797,1,0,1,0,0,0,114
18094,0,1,1,0,1,0,114
18823,0,1,0,1,0,0,114
19405,1,1,1,1,1,0,114
19544,1,1,1,1,1,0,114
20394,0,1,1,0,1,0,114
20432,0,0,0,0,1,0,114
20757,1,1,1,1,1,0,114
21285,1,0,0,1,1,0,114
21864,1,1,1,1,1,0,114
21893,1,0,1,1,0,0,114
22358,0,1,0,1,0,0,114
22637,0,1,1,0,1,0,114
22905,0,0,0,0,1,0,114
23108,0,1,0,1,0,0,114
23295,1,0,1,0,0,0,114
23429,0,1,0,1,0,0,114
23807,0,1,0,1,0,0,114
23984,1,0,0,1,1,0,114
24119,0,1,0,1,0,0,114
24324,0,0,0,0,1,0,114
24577,1,1,0,0,0,0,114
25043,1,1,1,1,1,0,114
25190,1,0,1,0,0,0,114
25206,1,0,0,1,1,0,114
25316,1,1,1,1,1,0,114
26370,1,0,0,1,1,0,114
26761,1,0,0,1,1,0,114
27096,0,0,1,1,0,0,114
27510,1,1,0,0,0,0,114
27523,0,0,1,1,0,0,114
28022,1,1,1,1,1,0,114
28345,0,1,0,1,0,0,114
28598,0,0,1,1,0,0,114
29616,0,1,0,1,0,0,114
30975,1,1,0,0,0,0,114
31218,1,0,1,0,0,0,114
31281,1,1,1,1,1,0,114
31287,0,0,0,0,1,0,114
31513,1,1,0,0,0,0,114
32211,0,0,0,0,1,0,114
32799,1,0,0,1,1,0,114
33310,1,0,1,0,0,0,114
33334,1,1,1,1,1,0,114
33580,0,0,0,0,1,0,114
34112,1,0,0,1,1,0,114
34158,0,1,1,0,1,0,114
34411,1,0,0,1,1,0,114
34560,0,0,0,0,1,0,114
35547,1,1,0,0,0,0,114
35689,0,0,0,0,1,0,114
35912,0,0,1,1,0,0,114
35976,1,1,1,1,1,0,114
36567,1,1,0,1,0,0,114
36621,0,0,1,1,0,0,114
38035,0,0,0,0,1,0,114
38270,1,0,1,0,0,0,114
38761,1,1,0,0,0,0,114
38997,1,1,0,0,0,0,114
39198,1,0,0,1,1,0,114
39431,0,1,0,1,0,0,114
39505,1,1,0,0,0,0,114
39699,0,0,1,1,0,0,114
40598,0,0,0,0,1,0,114
40692,0,0,0,0,1,0,114
41341,0,0,1,1,0,0,114
41884,0,1,0,1,0,0,114
42113,1,0,1,0,0,0,114
42216,1,1,1,1,1,0,114
42582,0,1,0,1,0,0,114
42777,0,0,0,0,1,0,114
43430,1,1,0,0,0,0,114
43477,0,1,0,1,0,0,114
43585,1,1,1,1,1,0,114
43856,1,0,1,0,0,0,114
44334,1,0,1,0,0,0,114
44350,0,0,0,0,1,0,114
44896,1,1,1,1,1,0,114
45190,0,0,0,0,1,0,114
45211,0,1,0,1,0,0,114
45339,1,0,1,0,0,0,114
45384,0,0,0,0,1,0,114
46389,0,1,1,0,1,0,114
46589,1,1,1,1,1,0,114
47109,0,0,1,1,0,0,114
47285,0,1,1,0,1,0,114
47564,0,0,0,0,1,0,114
48049,1,0,0,1,1,0,114
48355,1,0,1,0,0,0,114
48667,1,0,1,0,0,0,114
48686,0,1,1,0,1,0,114
48878,0,1,0,1,0,0,114
50238,1,0,1,0,0,0,114
50451,0,0,1,1,0,0,114
51074,0,0,0,0,1,0,114
51654,0,0,1,1,0,0,114
51956,0,0,0,0,1,0,114
52666,0,0,1,1,0,0,114
52667,1,0,1,0,0,0,114
52914,0,1,0,1,0,0,114
53297,1,1,0,0,0,0,114
53352,0,1,1,0,1,0,114
