attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
35782,0,0,1,1,0,0,155
40906,0,1,0,1,0,0,155
70268,1,1,0,1,0,0,244
94235,0,1,1,0,1,0,244
110215,1,1,1,1,1,0,244
110448,0,0,0,0,1,0,244
128802,1,1,1,1,1,0,244
155863,1,0,0,1,1,0,110
177268,1,1,0,1,0,0,110
179413,1,1,0,0,0,0,110
206640,1,1,0,0,0,0,73
231321,1,1,1,1,1,0,73
247198,1,0,1,0,0,0,73
264712,0,0,0,0,1,0,42
279375,1,1,1,1,1,0,42
389641,0,0,0,0,1,0,119
391102,0,0,1,1,0,0,119
393306,1,1,0,0,0,0,125
404952,1,1,0,0,0,0,125
436729,1,1,0,0,0,0,125
474320,0,1,1,0,1,0,124
554375,0,1,1,1,1,1,77
663105,0,1,0,1,0,0,186
670315,1,1,0,0,0,0,186
682333,0,1,1,0,1,0,186
686986,1,1,0,1,0,0,186
714232,0,0,1,1,0,0,186
716419,1,1,0,0,0,0,186
725011,1,1,1,1,1,0,211
740292,1,0,1,0,0,0,211
742052,0,0,1,0,0,0,211
743276,1,1,0,0,0,0,211
748329,1,0,0,1,1,0,211
781520,0,1,0,1,0,0,211
784680,1,1,0,0,0,0,211
787104,1,0,0,0,1,1,82
843390,0,0,0,0,1,0,82
843634,0,0,1,1,0,0,82
853220,1,1,0,0,0,0,201
878681,1,1,0,0,0,0,201
906932,0,1,1,0,1,0,201
921201,0,0,1,1,0,0,128
946345,1,1,0,1,0,0,128
946498,0,0,0,0,1,0,128
1025450,1,0,1,0,0,0,137
1047895,0,1,0,1,0,0,137
1049124,0,0,0,0,1,0,255
1057201,0,0,0,0,1,0,255
1064214,1,1,1,1,1,0,255
1068832,0,0,0,0,1,0,255
1098519,0,1,0,1,0,0,255
1101232,1,1,1,1,1,0,255
1109450,0,0,0,0,1,0,255
1120222,1,1,1,1,1,0,140
1172015,0,1,1,0,1,0,140
1212761,1,1,0,0,0,0,86
1225788,0,1,0,1,0,0,86
1240324,0,1,0,1,0,0,86
1246157,1,0,1,0,0,0,115
1316844,0,0,1,1,0,0,134
1348529,1,0,1,0,0,0,134
1483285,0,0,0,0,1,0,107
1489105,0,0,0,0,1,0,107
1496110,1,0,1,0,0,0,107
1565556,0,0,1,1,0,0,77
1580616,0,0,0,0,1,0,255
1602376,1,1,1,1,1,0,255
1602868,1,0,1,0,0,0,255
1609392,1,1,1,1,1,0,255
1612018,1,1,0,0,0,0,255
1614980,0,1,0,1,0,0,255
1617610,0,1,0,1,0,0,255
1622821,0,0,0,0,1,0,255
1717468,1,1,1,1,1,0,129
