attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
3470,0,0,1,1,0,0,115,1,9,0
3775,0,0,0,0,1,0,115,1,9,0
5443,0,1,0,1,0,0,115,1,9,0
5622,0,1,0,1,0,0,115,1,9,0
9807,1,1,1,1,1,0,115,1,9,0
10593,1,1,0,0,0,0,115,1,9,0
11145,0,0,0,0,1,0,115,1,9,0
12789,0,0,1,1,0,0,115,1,9,0
17296,1,0,0,1,1,0,115,1,9,0
19011,0,0,1,1,0,0,115,1,9,0
24348,0,1,0,1,0,0,115,1,9,0
26175,1,0,1,0,0,0,115,1,9,0
26745,0,1,1,0,1,0,115,1,9,0
27682,0,1,0,1,0,0,115,1,9,0
29976,0,1,1,0,1,0,115,1,9,0
30548,1,1,0,0,0,0,115,1,9,0
38431,0,1,1,0,1,0,115,1,9,0
39546,1,0,1,0,0,0,115,1,9,0
44453,0,0,0,0,1,0,115,1,9,0
45927,1,0,0,1,1,0,115,1,9,0
46402,0,1,0,1,0,0,115,1,9,0
49736,1,1,0,0,0,0,115,1,9,0
51861,1,0,1,0,0,0,115,1,9,0
52525,1,1,0,0,0,0,115,1,9,0
55299,1,1,0,0,0,0,115,1,9,0
55711,0,1,1,0,1,0,115,1,9,0
55913,1,1,0,0,0,0,115,1,9,0
58265,1,0,1,0,0,0,115,1,9,0
58480,0,0,0,0,1,0,115,1,9,0
60407,1,1,1,1,1,0,115,1,9,0
62225,0,1,0,1,0,0,115,1,9,0
63245,0,1,0,1,0,0,115,1,9,0
65847,1,1,1,1,1,0,186,1,9,0
66690,0,1,0,1,0,0,186,1,9,0
66746,0,0,0,0,1,0,186,1,9,0
67493,0,1,0,1,0,0,186,1,9,0
69679,0,1,0,1,0,0,186,1,9,0
71172,1,1,0,0,0,0,186,1,9,0
73589,1,0,0,1,1,0,186,1,9,0
74024,1,0,1,0,0,0,186,1,9,0
75170,1,1,0,0,0,0,186,1,9,0
76118,1,0,1,0,0,0,186,1,9,0
77156,1,0,0,1,1,0,186,1,9,0
77661,1,0,0,1,1,0,186,1,9,0
83216,1,0,0,1,1,0,186,1,9,0
84921,1,0,0,1,1,0,186,1,9,0
85979,1,1,0,0,0,0,186,1,9,0
87835,1,0,0,1,1,0,186,1,9,0
88029,0,0,1,1,0,0,186,1,9,0
91212,0,0,1,0,0,0,186,1,9,0
93311,0,0,0,0,1,0,186,1,9,0
94126,0,1,0,1,0,0,186,1,9,0
95979,1,0,1,0,0,0,186,1,9,0
98163,1,0,0,1,1,0,186,1,9,0
99029,1,0,0,1,1,0,186,1,9,0
99340,1,1,0,0,0,0,186,1,9,0
99438,1,1,0,1,0,0,186,1,9,0
101804,1,0,0,1,1,0,186,1,9,0
104983,1,0,1,1,0,0,186,1,9,0
105089,1,0,1,0,0,0,186,1,9,0
109785,1,0,0,0,1,1,186,1,9,0
110639,1,0,0,1,1,0,186,1,9,0
111360,0,1,1,0,1,0,186,1,9,0
111618,1,0,0,0,1,1,186,1,9,0
113010,1,0,0,1,1,0,186,1,9,0
114793,0,1,1,0,1,0,186,1,9,0
114949,1,0,1,0,0,0,186,1,9,0
116240,1,1,1,1,1,0,186,1,9,0
119800,1,0,0,1,1,0,186,1,9,0
120593,0,0,1,0,0,0,186,1,9,0
121292,1,1,1,1,1,0,186,1,9,0
121394,0,1,1,0,1,0,186,1,9,0
122238,0,0,0,0,1,0,186,1,9,0
124661,1,0,0,1,1,0,186,1,9,0
126510,1,1,1,1,1,0,186,1,9,0
127757,1,0,0,1,1,0,186,1,9,0
129984,1,1,0,0,0,0,186,1,9,0
130518,1,1,1,1,1,0,186,1,9,0
132231,0,0,0,0,1,0,83,1,9,0
132841,0,0,1,1,0,0,83,1,9,0
134703,1,0,0,1,1,0,83,1,9,0
135384,1,0,1,0,0,0,83,1,9,0
139321,0,0,0,0,1,0,83,1,9,0
141309,1,1,0,0,0,0,83,1,9,0
141493,1,1,0,0,0,0,83,1,9,0
148088,0,1,0,1,0,0,83,1,9,0
151226,0,0,0,0,1,0,83,1,9,0
152813,1,1,1,1,1,0,83,1,9,0
153570,0,0,1,1,0,0,83,1,9,0
154039,0,0,0,1,1,1,83,1,9,0
155278,1,0,0,1,1,0,83,1,9,0
155914,0,1,0,1,0,0,83,1,9,0
156665,1,1,1,1,1,0,83,1,9,0
157521,0,0,1,1,0,0,83,1,9,0
165508,1,0,1,0,0,0,83,1,9,0
169054,0,0,0,0,1,0,83,1,9,0
170341,1,1,1,1,1,0,83,1,9,0
172831,0,0,1,1,0,0,83,1,9,0
177773,1,0,0,1,1,0,83,1,9,0
178240,1,1,1,1,1,0,83,1,9,0
179740,1,1,0,0,0,0,83,1,9,0
182300,1,1,0,0,0,0,83,1,9,0
183960,0,0,1,1,0,0,83,1,9,0
185026,0,0,0,0,1,0,83,1,9,0
185100,0,0,0,0,1,0,83,1,9,0
187448,1,1,1,1,1,0,83,1,9,0
188048,1,0,0,1,1,0,83,1,9,0
191026,0,0,0,0,1,0,83,1,9,0
193413,1,0,1,0,0,0,83,1,9,0
193894,1,1,0,0,0,0,83,1,9,0
194079,0,0,0,0,1,0,83,1,9,0
194863,0,1,1,0,1,0,83,1,9,0
194984,0,0,1,1,0,0,83,1,9,0
198649,1,0,0,1,1,0,134,1,9,0
200278,1,1,1,1,1,0,134,1,9,0
200990,0,1,0,1,0,0,134,1,9,0
204299,0,1,0,1,0,0,134,1,9,0
205199,0,0,1,1,0,0,134,1,9,0
209001,0,0,1,1,0,0,134,1,9,0
209140,1,0,0,0,1,1,134,1,9,0
209451,1,1,0,0,0,0,134,1,9,0
211220,1,1,1,1,1,0,134,1,9,0
211662,1,1,1,1,1,0,134,1,9,0
212057,1,0,0,1,1,0,134,1,9,0
218235,0,0,1,1,0,0,134,1,9,0
218307,1,0,0,1,1,0,134,1,9,0
218650,1,1,1,1,1,0,134,1,9,0
220974,0,1,1,0,1,0,134,1,9,0
221074,1,1,0,0,0,0,134,1,9,0
223200,0,0,1,0,0,0,134,1,9,0
231190,1,0,1,1,0,0,134,1,9,0
237289,0,0,0,0,1,0,134,1,9,0
238999,0,0,0,0,1,0,134,1,9,0
239236,1,0,1,0,0,0,134,1,9,0
239733,0,0,0,0,1,0,134,1,9,0
242054,0,0,1,1,0,0,134,1,9,0
242614,1,0,1,0,0,0,134,1,9,0
242620,0,0,1,1,0,0,134,1,9,0
243685,1,1,1,1,1,0,134,1,9,0
244574,1,1,0,0,0,0,134,1,9,0
244961,1,1,1,1,1,0,134,1,9,0
245159,1,0,0,1,1,0,134,1,9,0
246425,1,0,1,0,0,0,134,1,9,0
246486,1,0,1,0,0,0,134,1,9,0
247185,1,1,1,1,1,0,134,1,9,0
248618,0,1,1,0,1,0,134,1,9,0
249441,0,1,1,0,1,0,134,1,9,0
254619,1,0,1,0,0,0,134,1,9,0
254916,1,1,1,1,1,0,134,1,9,0
258450,0,0,0,0,1,0,134,1,9,0
260122,1,1,1,1,1,0,134,1,9,0
261058,0,1,1,0,1,0,134,1,9,0
261241,1,0,1,0,0,0,134,1,9,0
267175,0,0,1,1,0,0,134,1,9,0
269188,0,1,0,1,0,0,134,1,9,0
270529,1,0,0,1,1,0,134,1,9,0
271519,1,0,0,1,1,0,134,1,9,0
272221,0,0,1,1,0,0,134,1,9,0
273696,0,0,1,1,0,0,134,1,9,0
279367,0,0,0,0,1,0,134,1,9,0
284574,1,0,1,0,0,0,134,1,9,0
286823,0,0,1,1,0,0,134,1,9,0
288139,0,1,1,0,1,0,134,1,9,0
