attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad
53,0,1,1,0,1,0,110
271,1,1,0,0,0,0,110
1223,0,1,1,0,1,0,110
1563,1,1,0,0,0,0,110
1962,1,1,0,0,0,0,110
2015,0,0,0,0,1,0,110
2158,1,0,0,1,1,0,110
2800,0,1,1,0,1,0,110
2909,1,1,1,1,1,0,110
2922,1,1,0,0,0,0,110
3098,1,0,1,0,0,0,110
3334,1,1,0,0,0,0,110
3364,1,0,0,1,1,0,110
3431,1,0,1,0,0,0,110
3464,1,0,0,1,1,0,110
3483,0,0,0,0,1,0,110
4090,1,1,1,1,1,0,110
4380,0,1,0,1,0,0,110
4467,0,1,1,0,1,0,110
4524,0,0,1,1,0,0,110
4732,0,1,0,1,0,0,110
4885,1,1,0,0,0,0,110
5064,1,0,1,0,0,0,110
5069,0,1,0,1,0,0,110
6416,0,1,0,1,0,0,110
6481,1,0,0,1,1,0,110
6910,1,0,0,1,1,0,110
6970,1,1,1,1,1,0,110
7629,1,0,1,0,0,0,110
8008,1,1,1,1,1,0,110
8179,1,1,1,1,1,0,110
8306,1,1,1,1,1,0,110
8339,0,1,0,1,0,0,110
8855,0,1,0,1,0,0,110
8908,0,1,1,0,1,0,110
9407,1,1,1,1,1,0,110
9925,0,0,0,0,1,0,110
9943,1,1,0,0,0,0,110
10277,0,1,0,1,0,0,110
10347,1,0,0,1,1,0,110
10395,0,0,1,1,0,0,110
10690,1,1,0,0,0,0,110
11200,1,1,1,1,1,0,110
11606,0,1,0,1,0,0,110
12077,0,1,0,1,0,0,110
12175,1,0,0,1,1,0,110
12208,1,0,0,1,1,0,110
12268,1,1,0,0,0,0,110
12391,0,0,1,1,0,0,110
12792,0,1,1,0,1,0,110
12808,1,1,0,0,0,0,110
12810,1,1,0,0,0,0,110
13101,1,0,1,0,0,0,110
13182,1,0,1,0,0,0,110
13485,1,0,0,1,1,0,110
13789,1,0,1,1,0,0,110
13958,0,1,1,0,1,0,110
15119,1,0,0,1,1,0,110
15257,1,0,0,1,1,0,110
15402,1,0,1,0,0,0,110
15480,1,0,0,1,1,0,110
15574,1,0,1,0,0,0,110
16023,0,1,1,0,1,0,110
16155,0,0,0,1,1,1,110
17530,1,1,1,1,1,0,110
17642,1,1,1,1,1,0,110
18042,0,1,0,1,0,0,110
18110,0,1,0,1,0,0,110
18207,0,0,1,1,0,0,110
18799,1,0,1,0,0,0,110
18809,1,0,1,1,0,0,110
19468,1,0,1,0,0,0,110
19729,0,1,0,1,0,0,110
19859,1,0,1,0,0,0,110
20296,0,0,0,0,1,0,110
20579,0,1,0,1,0,0,110
21333,1,0,1,0,0,0,110
21399,1,0,1,0,0,0,110
21704,1,1,1,1,1,0,110
21776,0,1,1,0,1,0,110
22061,0,1,0,1,0,0,110
22394,1,1,0,0,0,0,110
22533,1,0,1,0,0,0,110
22834,0,1,0,1,0,0,110
23338,0,1,1,0,1,0,110
23676,1,1,0,0,0,0,110
23762,1,0,1,0,0,0,110
24658,0,1,0,1,0,0,110
24743,0,1,0,1,0,0,110
24785,0,1,1,0,1,0,110
25239,1,0,0,1,1,0,110
25246,1,0,1,0,0,0,110
