attempt,a_data,a_basis,b_basis,bob,bmatch,err,irrad,mode,mu,lam_idx
188080,1,1,0,1,0,0,172,1,9,0
233498,0,0,0,0,1,0,110,1,9,0
382086,0,0,1,1,0,0,102,1,9,0
396287,1,1,1,1,1,0,115,1,9,0
475543,0,0,1,0,0,0,140,1,9,0
500829,0,0,1,0,0,0,140,1,9,0
624013,0,0,1,1,0,0,155,3,9,0
650789,0,0,1,0,0,0,155,3,9,0
672862,1,0,1,0,0,0,102,3,9,0
764488,0,0,1,1,0,0,101,3,9,0
778081,0,1,0,1,0,0,101,3,9,0
846774,1,0,1,1,0,0,106,3,9,0
868793,0,0,0,1,1,1,131,3,9,0
891423,1,1,1,0,1,1,131,3,9,0
950758,0,0,1,0,0,0,158,3,9,0
993225,1,0,1,0,0,0,124,3,9,0
1156396,1,0,0,1,1,0,165,3,9,0
1227086,1,1,1,1,1,0,136,3,9,0
1263726,1,0,0,0,1,1,80,3,9,0
1286347,0,0,0,1,1,1,80,3,9,0
1431178,1,0,1,0,0,0,135,3,9,0
1449264,1,0,0,1,1,0,158,3,9,0
1594838,1,1,1,0,1,1,104,3,9,0
1646264,0,1,1,1,1,1,164,3,9,0
1698603,0,0,0,1,1,1,164,3,9,0
1707151,1,0,1,0,0,0,154,3,9,0
1713086,1,1,0,0,0,0,154,3,9,0
1779124,0,1,0,1,0,0,127,3,9,0
1789640,1,0,0,1,1,0,127,3,9,0
1835834,0,0,0,1,1,1,166,3,9,0
1914372,1,0,0,1,1,0,135,3,9,0
1957319,0,0,0,0,1,0,135,3,9,0
2234997,1,0,0,1,1,0,126,3,9,0
2282965,0,1,0,0,0,0,126,3,9,0
2303930,0,1,1,1,1,1,114,3,9,0
2344637,1,1,1,1,1,0,114,3,9,0
2372200,0,0,0,0,1,0,124,3,9,0
2461477,1,1,0,1,0,0,132,3,9,0
2523777,0,0,0,0,1,0,122,3,9,0
2650751,0,0,0,1,1,1,138,3,9,0
2715808,0,0,0,0,1,0,128,3,9,0
2773434,1,1,1,0,1,1,98,3,9,0
2779882,1,1,1,0,1,1,98,3,9,0
2799725,0,1,1,1,1,1,98,3,9,0
3044679,0,0,1,1,0,0,172,3,9,0
3148728,0,0,0,0,1,0,142,3,9,0
3188634,1,1,1,0,1,1,142,3,9,0
3297166,0,1,0,0,0,0,98,3,9,0
3405844,1,0,0,0,1,1,82,3,9,0
3626798,1,0,0,1,1,0,134,3,9,0
3682866,1,0,0,0,1,1,138,3,9,0
3721736,1,1,1,1,1,0,138,3,9,0
3735929,0,0,0,0,1,0,136,3,9,0
3741736,0,0,0,0,1,0,136,3,9,0
